Access From [JDUT1],Access Duration [s],POI index,Ground Pixel Along-Track Resolution [m],Ground Pixel Cross-Track Resolution [m],SNR,DR,Noise-Equivalent Delta T [K],Coverage [T/F]
2457954.602923721,0.003379583359,14,29.853695160405348,30.099965014179286,629.160632892083,19812.134929772386,nan,True
2457954.670901497,0.003379583359,14,29.853907158838,30.193376369596212,573.6325263519789,16472.689511277833,nan,True
2457955.565139707,0.003379583359,14,29.853690737904895,29.890960242858306,646.2495468347277,20901.904720486364,nan,True
2457955.633141244,0.0022530555729999998,14,29.853658122292583,30.374441393509677,492.17570056818823,12131.813094590698,nan,True
2457955.7011283943,0.003379583359,14,29.853793236752605,29.873355943379085,539.6061127710236,14578.710447312367,nan,True
2457956.5953764967,0.003379583359,14,29.8537617778811,30.008794206667204,627.3834547646271,19700.47968213767,nan,True
2457956.6633558893,0.003379583359,14,29.853652224384525,30.27337844359916,573.2691702452728,16451.85279383533,nan,True
2457956.7313773446,0.003379583359,14,29.85370786706136,30.19208589616407,498.99595193612095,12469.815976339416,nan,True
2457957.5575855635,0.003379583359,14,29.85419850901184,30.000747852384603,641.6360086619031,20604.818986469283,nan,True
2457957.6255964967,0.003379583359,14,29.85386156480107,30.334330439301656,601.7946588586346,18127.81853032237,nan,True
2457957.6935789445,0.003379583359,14,29.853678139397932,29.930749002280805,539.7785137973025,14588.014815632709,nan,True
2457958.587828229,0.003379583359,14,29.8544171927055,29.929040399975044,624.7930803587722,19538.299211534082,nan,True
2457958.655810803,0.003379583359,14,29.853990110294212,30.336248506979274,572.3207758002085,16397.529156425422,nan,True
2457958.7238213886,0.003379583359,14,29.853741462751014,29.995133626913177,500.31464255678947,12535.705219809073,nan,True
2457959.5500295553,0.003379583359,14,29.85528164374245,30.202259031014545,635.8036775206649,20232.296066593128,nan,True
2457959.6180514107,0.003379583359,14,29.854655294403322,30.27186829620687,600.03180382813,18021.88610963095,nan,True
2457959.686030716,0.003379583359,14,29.854152390997097,30.012209609310727,539.2183474062264,14557.79386998099,nan,True
2457960.580278736,0.003379583359,14,29.855651077092734,29.87382631812929,621.3327763846049,19322.700270854122,nan,True
2457960.648266082,0.003379583359,14,29.854916905317612,30.376613284144927,570.8286050562299,16312.240326087205,nan,True
2457960.71626731,0.003379583359,14,29.854358117833932,29.889261937697277,500.71451082386625,12555.719260153359,nan,True
2457961.61050579,0.003379583359,14,29.85602804686147,30.19248744503477,597.6262584001361,17877.834887395336,nan,True
2457961.678483531,0.003379583359,14,29.8552112491748,30.10465649831959,538.0193875064336,14493.21550555257,nan,True
2457962.572727878,0.0022530555729999998,14,29.857445235913723,29.857887636414635,503.5686125663708,12699.035929176533,nan,True
2457962.6407215437,0.003379583359,14,29.85642053969199,30.391232972907993,568.7729225663585,16195.10720388013,nan,True
2457962.7087149397,0.003379583359,14,29.85555216531875,29.855761867291726,500.27232674400466,12533.588181893143,nan,True
2457963.6029594783,0.003379583359,14,29.85796059153084,30.103686665076026,594.5391760930092,17693.819014227636,nan,True
2457963.6709372452,0.003379583359,14,29.85684189462031,30.1967641070341,536.1935639939558,14395.149154841438,nan,True
2457964.5651754686,0.003379583359,14,29.85977391060011,29.89742618908607,611.4331561968247,18712.503871581892,nan,True
2457964.6331770183,0.003379583359,14,29.858480949997,30.37903967318095,566.1483260408346,16046.171456909015,nan,True
2457964.7011641297,0.003379583359,14,29.85731000711842,29.877098758057333,499.0409053252956,12472.05923905326,nan,True
2457965.595412297,0.003379583359,14,29.860426030589323,30.014942843801087,590.7016345999896,17466.398181032662,nan,True
2457965.6633916767,0.003379583359,14,29.859023560577988,30.27908704763392,533.7628935065046,14265.113323043868,nan,True
2457965.731413054,0.003379583359,14,29.857846708470497,30.19480789223545,455.0899242102311,10375.303476968587,nan,True
2457966.557621373,0.003379583359,14,29.862604235884834,30.00995886203111,604.83885041685,18311.47992829109,nan,True
2457966.6256323364,0.003379583359,14,29.861070366814904,30.341149914396762,562.9334524987679,15864.678415610984,nan,True
2457966.693614728,0.003379583359,14,29.85961023368842,29.93706503167589,497.0678998302232,12373.792577860495,nan,True
2457967.587864095,0.0022530555729999998,14,29.86339023558251,29.93760387507245,478.37616954254577,11462.153142638173,nan,True
2457967.655846656,0.003379583359,14,29.861727803840164,30.34416596186461,530.7613276787398,14105.351030084606,nan,True
2457967.72385715,0.003379583359,14,29.860266441232902,30.000811470728202,454.09286049821594,10329.977650346162,nan,True
2457968.55006543,0.003379583359,14,29.86589675316466,30.214165341630014,597.0003628388189,17840.44926563086,nan,True
2457968.6180873155,0.003379583359,14,29.864153715570755,30.280850203184777,559.1149563377924,15650.451194281826,nan,True
2457968.686066556,0.003379583359,14,29.86242385470319,30.020932350419162,494.4036319717204,12241.7149434772,nan,True
2457969.58031468,0.003379583359,14,29.86681235448607,29.884763816164376,580.5510758216992,16871.953901973546,nan,True
2457969.648302,0.003379583359,14,29.864918882882154,30.38661385772521,527.2209684143131,13918.068778405901,nan,True
2457969.7163031497,0.003379583359,14,29.86318749922629,29.897710361440293,452.2431679075279,10246.155182971732,nan,True
2457954.4660456562,0.003379583359,15,29.85365109780659,30.221229108596326,653.50893728511,21373.677858463278,nan,True
2457954.5340684545,0.003379583359,15,29.85373737466748,30.265051979522838,618.9842727267014,19177.055657621535,nan,True
2457954.6020475733,0.003379583359,15,29.853997994127322,30.019154524473464,560.0248475185863,15701.366048829144,nan,True
2457955.4962953757,0.003379583359,15,29.853665421301617,29.868788571580865,640.2346136468112,20514.998546634306,nan,True
