POI index,Mean of Ground Pixel Along-Track Resolution [m],Mean of Ground Pixel Cross-Track Resolution [m],Mean of SNR,Mean of DR,Mean of Noise-Equivalent Delta T [K],SD of Ground Pixel Along-Track Resolution [m],SD of Ground Pixel Cross-Track Resolution [m],SD of SNR,SD of DR,SD of Noise-Equivalent Delta T [K]
14,29.857507660728945,30.10728605088967,441.0931586814935,10830.53736053521,,0.0039022690038961914,0.18557597172130527,147.67964419803747,6044.280872709725,
15,29.857410071503597,30.105332180898852,442.14574116958966,10904.683026339177,,0.003825159431102163,0.18739107535049493,149.56294878068834,6152.917232768166,
16,29.85732801787015,30.106431202577976,441.2588953503248,10813.19862482246,,0.0038073858531336856,0.18792327375803483,145.98832759984978,5997.900544093081,
17,29.85762682117227,30.109666271319554,442.9165032794377,10919.12040644466,,0.004025816493057195,0.18945172753419667,148.219711451713,6052.972963241366,
18,29.857597454576236,30.10978236906236,443.4949819098555,10937.662302070736,,0.0039570347648258015,0.18856259743485068,147.74053405371933,6086.477916977377,
19,29.85764471494763,30.115034476948285,442.4969443345832,10892.297926130514,,0.004063041144076956,0.18886434645935257,147.64636135095168,6063.463807729137,
20,29.857705311602192,30.112595964033478,442.06371803013263,10898.59780101146,,0.004062172069808511,0.19488182359642264,149.38090109776866,6165.438106326871,
21,29.857736754590114,30.11476056278842,443.8879152871874,11014.07603221132,,0.0040907624928354,0.18898641593795726,151.6930024612339,6194.478397547534,
22,29.85773919855992,30.116417559991532,439.3694156825904,10795.720772039938,,0.004064773410825131,0.19124431424550686,150.44308950691843,6182.184008871965,
23,29.85759583721614,30.1138563233462,443.5659966646348,10991.450297540994,,0.003955577179697485,0.19311540630797577,151.14603328254074,6217.765907164167,
24,29.857670181821238,30.11267294100957,443.98831019672014,10997.160993204965,,0.004032961255339616,0.19010112583813854,150.27105646174874,6186.893195019238,
25,29.857480907158436,30.10398235190529,441.05584478332077,10876.684500124384,,0.003882976126877519,0.18963906915337297,150.91308345706935,6151.326743500614,
38,29.857862594051458,30.080691316862612,431.73392860137375,11741.902096159347,,0.004484450010323585,0.2072965150860941,222.0626605203808,9928.166147010505,
39,29.85810554790363,30.027436599754008,421.20160350716304,11150.076494028568,,0.004992727451368172,0.12765608639736004,215.9915093721471,9715.634571772262,
40,29.858402089706658,30.015009570702635,432.7464323452616,11941.105727375589,,0.005251541035349871,0.1155751369025168,229.6851524561782,10184.447249140716,
41,29.858395287856,30.07739101014211,391.7189636066622,9855.030158201902,,0.005350907536629062,0.19147614038882987,210.94329391676456,9260.569176606334,
42,29.858957224955837,30.109248345338102,439.3523436103765,11913.734356496985,,0.005795420378129512,0.21374026759149553,214.5390995861945,9820.028010626376,
43,29.857831603070423,29.996402849163893,430.41940779158784,11781.854465722136,,0.004566907685965151,0.11271790053128093,227.0284723644009,10120.817939339418,
44,29.85773205166793,30.080399075052608,403.8010794041836,10458.337610508195,,0.004648915095298637,0.1832739404290918,216.84518783260995,9507.367962379321,
45,29.85833725370762,30.098304829333557,434.27819252167507,11626.50893938492,,0.005070585144773721,0.21298398872609073,211.37995961218,9563.042042801737,
46,29.857993797687786,30.026771866202814,409.9909423360858,10647.82167266803,,0.004478937048105218,0.14405078289245746,214.14219482949306,9545.696430081098,
47,29.858850264633407,30.008341461968474,419.3244529243614,10803.612499357254,,0.00588217930496722,0.121188501214833,202.90425916497287,9023.866797489045,
48,29.85821021316969,30.066188091418105,411.5067629805217,10846.841397217206,,0.005077038134756236,0.19007342163925914,220.34323831037182,9732.207639939228,
49,29.858204108885896,30.0992244980299,442.4323359756847,12062.428735408132,,0.005094917901893791,0.21396636067055733,215.22998060035397,9885.799580770088,
50,29.858478814207437,30.00975518589073,425.2434742022318,11385.761002310683,,0.0051264383657853695,0.11839791990738137,219.17280229111807,9732.439521260085,
51,29.857739906643328,30.018543458938357,418.5971764477675,11020.992085974362,,0.004295538352894471,0.1492771654568799,214.94019569493014,9768.954925770317,
52,29.858357616790926,30.145259667443675,424.441886631508,11385.950685873695,,0.005204511322020291,0.23874777790225535,219.8234838537221,9829.980494673324,
53,29.85823230746072,30.115762971394094,445.0412446935371,12375.572250391011,,0.005129648675955226,0.21987258727436454,224.23148300252748,10062.01667831399,
54,29.857590250014525,30.001482689340836,419.6635390614997,11158.786667922548,,0.004451262746030374,0.11881112674988009,219.46871446646253,10037.64774818187,
55,29.858417978189898,30.082963030576412,402.3862735983184,10435.097402050447,,0.005259040517506024,0.18801433116246732,218.53071864014694,9578.182681303682,
74,29.858572750553698,29.99711401356178,430.0273198069216,13453.983326795778,,0.005893422694180695,0.07130853529476233,296.9428125059188,13513.728479646143,
75,29.858995290327083,30.176278798291456,470.9545696526781,15039.142960738624,,0.0061396348099209165,0.2299286766033968,285.4855079974282,13296.160369068575,
76,29.859850350084308,29.990291306937205,433.15540075322775,13042.704402126536,,0.007082033343510586,0.06411592607379464,276.2359440354346,12878.311516619415,
77,29.86064791047433,30.056071952608026,392.5812827580462,11449.060600958162,,0.007974137730525967,0.19463402296686763,278.7644943512884,12420.21244252918,
78,29.85821569851199,30.00472181636537,384.81490896125086,11299.399296716128,,0.004957203187346259,0.08544501697904702,285.64763024323116,12950.338368214809,
79,29.858731965716622,30.108059169501136,383.5035875469989,11264.28809237372,,0.00579159078895583,0.20638759554568317,285.86072590680226,12581.008224647976,
80,29.859238064628336,30.02183598592784,465.7519677876991,14529.293446575597,,0.006528037354158939,0.11661762842168188,277.7118454439221,12990.179165666696,
81,29.85997340845951,30.068099652088232,415.6334560624809,11790.063809110257,,0.007016526158942968,0.187717531628376,255.47596462089555,11385.462902018562,
82,29.86033432659404,30.009181988244762,386.76177397430934,10995.048953619767,,0.00740469084524527,0.1523746273179875,270.96198737440767,12154.382023816916,
83,29.8589171259111,30.00642557164534,377.17583167789377,10610.897229955584,,0.006133374678981752,0.11842937450987308,270.2642670306668,12056.11162309246,
84,29.858563590384733,30.139437810339217,437.3463749473252,13523.510828919629,,0.005326356214675394,0.22601271271963047,286.5100740409114,13113.575088591178,
85,29.859304007868133,29.985465224655005,460.64552789049804,14316.481628779376,,0.006428684485704839,0.07235844890201897,278.99776499095304,12809.367191600126,
86,29.859693608481784,30.126918204322962,443.3655757739993,13426.939036694426,,0.006673969507535389,0.23639452517711862,272.825901331504,12707.525354934447,
87,29.860147142238144,29.992953649566537,378.5018141863429,10685.52779307941,,0.00721466664014181,0.06552211419780772,271.2140986197146,12281.263653025304,
88,29.859076754813263,30.092353180744468,460.6974724442898,14908.840057080573,,0.00580026024815221,0.2312420780535795,299.04687064345734,13795.132224311192,
89,29.858717422698714,29.977269847802106,448.0521736105831,14097.569570731433,,0.0055691111229186985,0.06867269983637923,292.05548921405466,13389.071943218314,
90,29.85916752768857,30.075710571729267,429.5526337808605,13173.551396454666,,0.006237397594475657,0.207756515803622,286.59762843179897,12859.024126993223,
91,29.85919082531169,29.991920204939333,384.77408736481385,10983.802057364712,,0.00642504009586529,0.09792881514633019,273.4919970395563,12338.790397509514,
92,29.859692006797037,30.06752561151083,364.8038011736058,9997.52364846757,,0.006873285050051181,0.18782715329366412,263.63434692809494,11308.944741294516,
93,29.858941962057166,29.997924596231876,463.82575147698645,14850.799113730247,,0.006166527399871895,0.13236634636528297,293.2820239905554,13717.678930684535,
94,29.85884328193913,30.045133222081436,447.34486616201895,13477.32196454518,,0.005552365332716471,0.1716113252231996,269.2344845541522,12107.58065107705,
95,29.859501983460884,30.073197500266588,410.0386908085823,11628.579038958007,,0.0071711872567310425,0.20030979204141672,258.5199557676409,11595.695813024076,
96,29.85902521179667,29.997658094319096,389.6007513706885,11166.709359718978,,0.006249408616831931,0.09741759645177765,273.3369652132812,12326.19194826309,
97,29.165304465056774,29.467495371381148,395.8827768650726,11727.404824468571,,3.7362012433257656,3.7516222544492352,283.9205713430212,12833.41760786659,
122,28.520213641176802,28.731790323514854,535.2418491814475,18985.77419291891,,5.204464741587501,5.211295718076187,316.80231448394653,15244.126767599744,
123,29.86314090487302,30.08892126837887,489.85137554197655,16711.144116321833,,0.008464006666748866,0.17407764175832377,315.8193774517411,14857.895930866885,
124,29.86429382439517,30.052796826834193,567.5905474412323,19901.91000272326,,0.008389420303257114,0.16841075321665572,284.3837442159778,14207.46694969778,
125,28.60323892931737,28.828746540727177,381.3013429224674,11579.40420406863,,5.032727387865212,5.006689688786344,304.0049012773687,13891.999102334426,
126,29.863590518030023,30.080929499627114,560.1927361601795,19877.073045678175,,0.00850103389990399,0.14077006418295288,298.13515989357893,14555.478207604423,
127,29.86343371068237,30.0030697684276,603.3523356024066,22554.474372487883,,0.0077656186701057376,0.15477125650787882,306.3991986474125,15100.851351335312,
128,29.860472128719703,30.04870652277526,418.25859416872885,13462.645800565713,,0.0075353415113928405,0.1822882004830947,318.05111209971886,14304.955454080104,
129,29.861486597515434,30.068730236320384,504.1807863787651,17849.56027218703,,0.007685719247973511,0.1273387139443919,329.29023160532137,15227.36567247727,
130,29.862161702416653,30.0347205192146,645.4950402175616,24797.702460876306,,0.007554668245057373,0.21955142062428007,293.3803136652786,14107.367996158771,
131,29.859716055913985,30.023197725455613,413.8399328275567,13279.106929193615,,0.006652379474445044,0.1181905049868304,318.05851373320706,14477.01429126315,
132,29.860886314505116,30.10280713740707,518.4117570264419,18690.895563759037,,0.007150010778721182,0.17452798679838888,334.16014149327515,15274.29558726683,
133,29.859953652915394,30.177502591459078,516.3844293001719,19347.021752519246,,0.006446712689827744,0.2897812867549995,358.4194320210916,16742.60688528659,
134,29.86085103803146,30.103403868954523,520.9923880622447,18658.968284527793,,0.007123060097845238,0.17382747888344208,328.81033501649745,15024.62285906417,
