Access From [JDUT1],Access Duration [s],POI index,Ground Pixel Along-Track Resolution [m],Ground Pixel Cross-Track Resolution [m],SNR,DR,Noise-Equivalent Delta T [K],Coverage [T/F]
2458636.086075688,0.0030174851419999997,0,29.94675186351318,29.946751863532764,489.7126969338539,12010.893029171715,nan,True
2458636.154802202,0.0030174851419999997,0,29.94675186344108,29.946751863449034,489.90278987210695,12020.2039541951,nan,True
2458636.223528704,0.004023313522,0,29.9467518633942,29.946751863395697,566.0015514759187,16037.862903742358,nan,True
2458636.292255218,0.004023313522,0,29.94675186337293,29.946751863373095,566.223046985889,16050.402056420518,nan,True
2458636.360981732,0.0030174851419999997,0,29.946751863418456,29.946751863432016,490.43921295352385,12046.49793048877,nan,True
2458636.429708246,0.0030174851419999997,0,29.946751863369794,29.946751863374114,490.6211801230991,12055.423994138266,nan,True
2458636.4984347485,0.004023313522,0,29.94675186334744,29.94675186334762,566.8379177772897,16085.236414862122,nan,True
2458636.5671612625,0.004023313522,0,29.946751863350656,29.946751863351924,567.0325567526769,16096.271201236954,nan,True
2458636.6358877765,0.0030174851419999997,0,29.946751863384556,29.9467518633932,491.1535846253613,12081.55913092494,nan,True
2458636.7046142905,0.0030174851419999997,0,29.946751863360923,29.946751863362735,491.312578176116,12089.369441429879,nan,True
2458636.773340793,0.004023313522,0,29.946751863362937,29.94675186336303,567.6553740692281,16131.606420145286,nan,True
2458636.842067307,0.0030174851419999997,0,29.946751863437942,29.946751863452437,491.6704405128614,12106.958119341627,nan,True
2458636.910793821,0.0030174851419999997,0,29.946751863412487,29.94675186341738,491.8418853536619,12115.389047963827,nan,True
2458636.979520323,0.004023313522,0,29.946751863412914,29.946751863413308,568.2409733404709,16164.865474699289,nan,True
2458637.048246837,0.004023313522,0,29.946751863438486,29.946751863439516,568.459053507179,16177.26008017908,nan,True
2458637.116973351,0.0030174851419999997,0,29.946751863500126,29.94675186350951,492.35245656646055,12140.514181005463,nan,True
2458637.185699865,0.0030174851419999997,0,29.946751863497568,29.946751863499724,492.5260951759335,12149.064851229396,nan,True
2458637.2544263676,0.004023313522,0,29.94675186351853,29.946751863518546,569.0339916727753,16209.959538173352,nan,True
2458637.3231528816,0.0030174851419999997,0,29.94675186361794,29.946751863633402,492.88052590632134,12166.527817753511,nan,True
2458637.3918793956,0.0030174851419999997,0,29.946751863609496,29.94675186361493,493.0408361794734,12174.430505167898,nan,True
2458637.460605898,0.004023313522,0,29.946751863624876,29.946751863625384,569.6146817244424,16243.019686123624,nan,True
2458637.529332412,0.004023313522,0,29.946751863663156,29.94675186366392,569.8101068425011,16254.153314141475,nan,True
