POI index,Gaps [Days],Max Coverage Gap [Days],Mean Coverage Gap [Days],Time Average Gap [Days],Percentage Coverage
878,"[0.4876268  0.29585505 0.30239448 0.30893893 0.59825214 0.4876272
 0.59825119 0.30893905 0.3023942  0.29585603 0.48762706]",0.5982521427795291,0.4067056496542963,0.3955965451279365,1.0011717676851852e-05
879,"[0.30239606 0.60479596 0.48762706 0.30239769 0.29585253 0.30239549
 0.6047948  0.4876272  0.30239827 0.29585379 0.3023949  0.3089385 ]",0.6047959555871785,0.38312268594745547,0.3869669334573391,1.0710209607870371e-05
880,"[0.3023961  0.29585175 1.39482065 0.30239668 0.29585157 0.90719333
 0.4876266  0.30239726]",1.3948206510394812,0.5360667424974963,0.6911383499541364,7.683411240277777e-06
881,"[0.30239737 0.48762675 0.59825474 0.3089382  0.2958516  0.30239679
 1.39482056 0.29585167 0.30239622]",1.394820558372885,0.4765037685218785,0.617208727295396,8.149072527777776e-06
882,"[0.30893865 0.30239479 0.2958541  0.30239838 0.48762717 0.60479458
 0.30239538 0.29585272 0.3023978  0.48762711 0.60479573 0.30239594]",0.6047957348637283,0.3831226968516906,0.3869668974609196,1.0477378964351854e-05
883,"[0.48762698 0.29585562 0.30239432 0.30893903 0.59825156 0.48762722
 0.59825175 0.308939   0.30239438 0.29585544 0.48762693]",0.5982517497614026,0.40670565693554556,0.39559655732776544,8.84756445925926e-06
884,"[0.30239589 0.60479563 0.48762715 0.30239786 0.29585283 0.30239532
 0.60479447 0.48762714 0.30239843 0.29585426 0.30239475 0.3089387
 0.29585456]",0.6047956272959709,0.3764097695238888,0.40447286527524434,1.0943040251851851e-05
885,"[0.30239627 0.29585164 1.39482051 0.30239686 0.29585163 0.3089383
 0.59825449 0.48762681 0.30239743]",1.3948205108754337,0.4765037711088856,0.6172086849629078,7.916241884259259e-06
886,[1.39482006 0.29585157 0.30239663 1.39482069 0.29585179 0.30239605],1.3948206850327551,0.6643561297096312,0.849798252868829,5.587935447685185e-06
887,"[0.30893844 0.30239496 0.29585364 0.30239821 0.48762721 0.60479491
 0.30239553 0.29585243 0.30239763 0.48762701 0.60479607 0.30239611]",0.6047960724681616,0.3831226793117821,0.3869669484373336,1.0710209607870371e-05
