Mean of Mean of Ground Pixel Along-Track Resolution [m],Mean of Mean of Ground Pixel Cross-Track Resolution [m],Mean of Mean of SNR,Mean of Mean of DR,Mean of Mean of Noise-Equivalent Delta T [K],Mean of SD of Ground Pixel Along-Track Resolution [m],Mean of SD of Ground Pixel Cross-Track Resolution [m],Mean of SD of SNR,Mean of SD of DR,Mean of SD of Noise-Equivalent Delta T [K],SD of Mean of Ground Pixel Along-Track Resolution [m],SD of Mean of Ground Pixel Cross-Track Resolution [m],SD of Mean of SNR,SD of Mean of DR,SD of Mean of Noise-Equivalent Delta T [K],SD of SD of Ground Pixel Along-Track Resolution [m],SD of SD of Ground Pixel Cross-Track Resolution [m],SD of SD of SNR,SD of SD of DR,SD of SD of Noise-Equivalent Delta T [K]
29.94675186345859,30.169283116573087,667.6436394799198,27717.449077064,,1.0386393291317608e-10,0.17908159371640578,144.00866572411928,8730.431702218173,,1.7110141284559952e-10,0.1207290687797549,293.43346580413004,18668.4859178329,,1.0042464739557645e-10,0.07543921238215345,139.71159000437086,8208.868727008505,
