Access From [JDUT1],Access Duration [s],POI index,Ground Pixel Along-Track Resolution [m],Ground Pixel Cross-Track Resolution [m],Sigma NEZ Nought [dB],Incidence angle [deg],Swath-width [km],Coverage [T/F]
2458641.3133215928,2.6447653770449997,106,4.90379915622129,21.325934606991765,-22.039217801071427,26.354625241471243,94.92148525501541,True
2458651.1558457674,2.6247292757030003,106,4.9040600671254335,22.286189664773744,-22.356655367661126,25.137882275829444,94.86920681252833,True
2458653.1651032674,2.584657073021,106,4.904088537889768,23.55558246454205,-22.72850541139637,23.697386802046385,94.86350280677037,True
2458654.3394769784,2.5245487689969996,106,4.903954677903232,27.79809606864436,-23.745357679654823,19.911457755845056,94.89032224407846,True
2458646.097930488,2.6247292757030003,107,4.903985892889696,22.025738153834936,-22.27372328336472,25.45621660290021,94.88406793093178,True
2458648.107188104,2.594675123692,107,4.904012481750955,23.264680304160752,-22.64477436984655,24.012218926968192,94.87874064135076,True
2458649.281562184,2.5245487689969996,107,4.903890226034134,28.213113881507866,-23.830092422915868,19.606460663983732,94.9032364699752,True
2458650.1164450245,2.57463902235,107,4.904039814638899,24.64979140483899,-23.01950102748492,22.58572701366784,94.87326439661018,True
2458651.290817713,2.544584870338,107,4.903912908009709,26.435285552614463,-23.44555852685529,20.985075599760012,94.89869160591822,True
2458652.125701502,2.544584870338,107,4.904067807481089,26.202713822548574,-23.398714317259234,21.180265418692677,94.86765605000194,True
2458653.3000737056,2.57463902235,107,4.903936693608011,24.855156127651682,-23.066541978778375,22.38894644766464,94.89392569261672,True
2458654.134957263,2.5245487689969996,107,4.904096356063841,27.94895535770163,-23.78329332456145,19.799475430604506,94.8619364887496,True
2458641.040015209,2.6247292757030003,108,4.903918054829974,21.77127776637193,-22.188382499214384,25.775428395691666,94.89766033146913,True
2458643.049272941,2.604693174362,108,4.903942128717879,22.980708332812355,-22.55867418670702,24.328012106436258,94.89283667381225,True
2458645.058529977,2.584657073021,108,4.903967172194799,24.3319811977656,-22.935131938366098,22.8973763582215,94.88781883792704,True
2458646.2329027816,2.544584870338,108,4.9038537494223995,26.813348361642046,-23.52935676134997,20.675528243471017,94.91054558249337,True
2458647.0677865706,2.5546029210089998,108,4.903993106977294,25.845926944644127,-23.313217325302865,21.48705424968654,94.88262252012122,True
2458648.2421587743,2.56462097168,108,4.903874398161548,25.191750656766885,-23.14915879807917,22.073939022348846,94.90640800246267,True
2458649.0770424474,2.534566819668,108,4.90401984531403,27.547194334159364,-23.696473451475054,20.10059769157507,94.87726531275534,True
2458650.2514152518,2.584657073021,108,4.903896275514306,23.74694875505237,-22.773741584144055,23.49488691860275,94.90202430724898,True
2458652.260672288,2.614711225033,108,4.903919316442777,22.455927673833717,-22.40225466424743,24.93483068723371,94.89740754127509,True
2458654.26993002,2.6447653770449997,108,4.903943459387476,21.299199417632444,-22.033941467416895,26.39026058921192,94.8925700517172,True
2458640.000614835,2.584657073021,109,4.903901303873209,24.021706239165244,-22.84840068328476,23.210311482383542,94.9010167557507,True
2458641.1749878502,2.534566819668,109,4.903804084332351,27.201154513356634,-23.613598809762625,20.36757038324671,94.92049771487338,True
2458642.0098715234,2.56462097168,109,4.903924567363278,25.49797436456163,-23.225419432703724,21.79516632746436,94.89635541351166,True
2458643.184243748,2.5546029210089998,109,4.903821099115373,25.536833748728142,-23.232172652429327,21.760306804598336,94.91708816593632,True
2458644.019127632,2.534566819668,109,4.903948854529005,27.155705309219712,-23.6073934676402,20.403175085717372,94.89148904702817,True
2458645.1935000885,2.584657073021,109,4.903839513342864,24.054919791560465,-22.855725922242733,23.176392134373497,94.91339823749693,True
2458647.202757125,2.604693174362,109,4.903859271946171,22.7315336687519,-22.483388644385222,24.61227959908497,94.90943897640096,True
2458649.212014646,2.634747326374,109,4.903880311413935,21.546583584991723,-22.114420684870236,26.064306767020923,94.90522312146666,True
2458640.1355849253,2.584657073021,110,4.903792591020721,24.37035979197902,-22.938060597252687,22.859272037207532,94.92280085615357,True
2458642.1448417506,2.604693174362,110,4.903808588721619,23.013749516232874,-22.5648506071889,24.290827134921727,94.91959508734776,True
2458644.1540992507,2.6247292757030003,110,4.903826032827832,21.799659631465595,-22.195148973358556,25.739412343081092,94.91609952046215,True
2458653.9966232884,2.634747326374,110,4.90410526037989,21.788150735360542,-22.20125184671388,25.754004289420518,94.8601525813283,True
2458648.938708009,2.634747326374,111,4.9040282192234255,21.539575814130913,-22.118560795178833,26.073424777943124,94.87558756636811,True
2458650.947965857,2.604693174362,111,4.9040559982546075,22.722224426612176,-22.48832086605372,24.62303335941591,94.87002200527222,True
2458652.9572230303,2.584657073021,111,4.904084376011405,24.042908900124836,-22.86144057354258,23.188646450295305,94.86433661475749,True
2458654.1315961615,2.534566819668,111,4.9039510312273356,27.159106169497406,-23.608192593037295,20.40050645714343,94.89105291127845,True
2458654.9664796027,2.56462097168,111,4.904113262345794,25.521735952643574,-23.238674346725542,21.77383694353003,94.8585494631124,True
2458643.880792635,2.6447653770449997,112,4.903956501280815,21.296699770294186,-22.03609749436245,26.39359750693056,94.88995690332065,True
2458645.890050599,2.614711225033,112,4.903982117793459,22.451355210634247,-22.405135182771765,24.940255958876,94.88482431051916,True
2458647.899307983,2.584657073021,112,4.904008583243716,23.740133313490098,-22.77741100463996,23.50203749680491,94.87952173125646,True
2458649.073681367,2.534566819668,112,4.903887003833895,27.556753805474703,-23.692443059576263,20.093324051301877,94.90388211973041,True
2458649.9085646714,2.56462097168,112,4.904035800028978,25.18229373776269,-23.15361826207706,22.082664946401437,94.87406873108512,True
2458651.082937012,2.5546029210089998,112,4.903909525094937,25.85257479942679,-23.30998664094831,21.481254604848665,94.89936944681055,True
2458651.917820917,2.534566819668,112,4.904063684057585,26.800815778889245,-23.534608941465095,20.68563959271617,94.86848216728306,True
2458653.0921933525,2.57463902235,112,4.903933170103997,24.336073563127226,-22.932673256125074,22.893307004508618,94.89463169042925,True
2458640.8321353197,2.614711225033,113,4.903914662984265,22.18676017014592,-22.319551436011572,25.258428727278314,94.89833995913149,True
2458642.84139282,2.594675123692,113,4.903938577103614,23.44453221751238,-22.69099900847296,23.816560255791703,94.89354830097129,True
2458644.015766436,2.534566819668,113,4.9038316716858725,27.96483467732354,-23.77714948681627,19.787763107670433,94.9149695785963,True
2458644.85064974,2.56462097168,113,4.903963476406264,24.8511957919773,-23.068887873632328,22.392707869187042,94.88855933830718,True
2458646.0250220806,2.5546029210089998,113,4.903850840587843,26.215144180992933,-23.393364834449525,21.169738872639797,94.91112845815303,True
2458646.8599059856,2.544584870338,113,4.903989273855752,26.42877179176808,-23.44869228248689,20.99049217196127,94.883390521326,True
2458648.0342783052,2.56462097168,113,4.903871314675858,24.65928173287846,-23.014956902768855,22.5765549204441,94.90702586490954,True
2458648.8691617465,2.5245487689969996,113,4.904015891702902,28.20362350369604,-23.834028133363077,19.6133284677938,94.87805743847045,True
2458650.0435350146,2.594675123692,113,4.9038930280794855,23.271586125204703,-22.641017938597457,24.004644818326994,94.9026750102839,True
2458652.052792283,2.6247292757030003,113,4.9039159205804905,22.030356542397246,-22.270725493181708,25.45049888462184,94.89808797304893,True
2458640.9671071493,2.544584870338,114,4.90380172220826,26.586889579140816,-23.477155054026817,20.85981244989498,94.92097105850613,True
2458641.8019910543,2.5546029210089998,114,4.903921111088119,26.06596834552883,-23.360478935156355,21.29678005739054,94.89704794741448,True
2458642.976363163,2.56462097168,114,4.903818533983399,24.990500462077165,-23.09760833127306,22.26117686416966,94.91760218326374,True
2458643.811246931,2.534566819668,114,4.903945245503616,27.794944575454814,-23.744451753181007,19.913810909142928,94.8922121736777,True
2458644.9856197354,2.594675123692,114,4.903836753798007,23.567536215372673,-22.72271933131723,23.68463205726482,94.91395120448907,True
2458646.9948770036,2.614711225033,114,4.903856330951439,22.295496247534416,-22.35164676755072,25.126660244373525,94.91002829380676,True
2458641.9369616085,2.614711225033,115,4.903806181177245,22.566852266379758,-22.43285914365364,24.803963438235282,94.92007753100728,True
2458643.9462192454,2.6447653770449997,115,4.903823428933748,21.39904137453867,-22.064229954448376,26.257691365237484,94.91662130314616,True
2458653.788743399,2.6247292757030003,115,4.904101072339639,22.204448072087427,-22.332464049058668,25.236896544949406,94.86099161962646,True
2458648.73082812,2.6247292757030003,116,4.904024267946355,21.946017588876924,-22.249536895025965,25.55533581686678,94.87637921922425,True
2458650.740085736,2.604693174362,116,4.904051938296028,23.175722125958558,-22.6204053955479,24.110229585380146,94.87083541506567,True
2458651.9144600476,2.5145307183270003,116,4.903923194853902,28.338676506852405,-23.85668528495275,19.516056384733783,94.8966304230123,True
2458652.749342793,2.56462097168,116,4.904080220130816,24.550225230169065,-22.99488667620437,22.682419142950422,94.86516922384779,True
2458653.9237154606,2.544584870338,116,4.903947414322709,26.546551734914857,-23.471758067270176,20.892991796016897,94.89177761541627,True
2458654.7585991337,2.5546029210089998,116,4.904109023632148,26.090874385729308,-23.373775416239354,21.27546089364806,94.85939864806137,True
2458643.6729127457,2.634747326374,117,4.903952876787488,21.693516031370525,-22.16417393655526,25.874645969665636,94.89068312485993,True
2458645.6821705936,2.604693174362,117,4.90397836083844,22.89396758588162,-22.53695882889309,24.426194471778388,94.88557705754862,True
2458647.691427746,2.57463902235,117,4.90400469123819,24.234928133142063,-22.91052248127157,22.994322605071194,94.88030152090003,True
2458648.86580055,2.544584870338,117,4.903883810682203,26.927781607649756,-23.555568362630556,20.58366906755564,94.90452195047109,True
2458649.7006843183,2.5546029210089998,117,4.904031794958758,25.737084483337284,-23.28833029327525,21.582468646504523,94.8748711568129,True
2458650.875056543,2.5546029210089998,117,4.90390617408279,25.293467532341797,-23.175047096952582,21.980530838901508,94.90004089711528,True
2458651.709940216,2.534566819668,117,4.9040595734540355,27.424715666439894,-23.67123418359816,20.19426855826698,94.86930571877828,True
2458652.8843129994,2.584657073021,117,4.903929672662912,23.837541011596205,-22.799338593637476,23.400264838118147,94.89533246800082,True
2458654.8935700357,2.614711225033,117,4.903954224920319,22.536872049269608,-22.427621721408816,24.839193008787802,94.89041300600827,True
2458640.6242553145,2.604693174362,118,4.903911293839899,22.618747399485184,-22.45111396259683,24.74322602810919,94.89901503988398,True
2458642.6335125826,2.584657073021,118,4.903935046685472,23.927222052550295,-22.82380577626073,23.307366052906257,94.89425568311873,True
2458643.807885735,2.534566819668,118,4.903828983321536,27.31883611277285,-23.639802270646907,20.275967377559514,94.91550828552327,True
2458644.642769271,2.56462097168,118,4.903959795499265,25.39201451205396,-23.203214219660104,21.890805261506458,94.88929685911343,True
2458645.8171414956,2.5546029210089998,118,4.90384796282632,25.641373282681034,-23.258046268307137,21.667093712035832,94.91170510869289,True
2458646.6520254007,2.534566819668,118,4.903985453783035,27.03653473879777,-23.584855274095066,20.497140762518033,94.88415591038033,True
2458647.826397836,2.584657073021,118,4.903868260957274,24.14800725752284,-22.881312646092262,23.081869084941633,94.90763776415083,True
2458649.8356547775,2.604693174362,118,4.90388980902925,22.81469381274236,-22.508751360572035,24.516645452995252,94.90332002742221,True
2458651.8449122775,2.634747326374,118,4.903912542974972,21.62103800499666,-22.139594305913526,25.967840422942714,94.89876474851536,True
2458640.7592264484,2.5546029210089998,119,4.903799387866958,25.997989058199693,-23.34144110404022,21.355192966116828,94.92143883564293,True
2458641.5941104693,2.544584870338,119,4.9039176773662705,26.658158660164446,-23.496213859714512,20.801454218195147,94.89773596418438,True
2458642.768482694,2.57463902235,119,4.903815998349267,24.466089905636387,-22.963640038922136,22.76479310095677,94.918110290633,True
2458644.7777394983,2.604693174362,119,4.903834029360809,23.099139605950644,-22.590177085356103,24.195270668810046,94.91449713769038,True
2458646.7869968824,2.634747326374,119,4.9038534203740936,21.87610237593721,-22.22029339297594,25.642926515736146,94.91061151750019,True
2458641.729081603,2.614711225033,120,4.903803807317758,22.137090386960548,-22.30127248601448,25.319098239793423,94.92055322549305,True
2458651.571605546,2.634747326374,120,4.904068230845297,21.463335515731732,-22.094463196792255,26.173054274053904,94.86757123023644,True
2458653.580863394,2.614711225033,120,4.904096883686715,22.63720071237075,-22.464042722544967,24.721702746564837,94.86183078343775,True
2458646.513690151,2.6447653770449997,121,4.9039934867223565,21.222326508093662,-22.011991219376466,26.493286660433775,94.88254643483344,True
2458648.5229482306,2.614711225033,121,4.904020326891987,22.368487980527465,-22.380875948717595,25.039004870294363,94.8771688263678,True
2458650.5322056147,2.584657073021,121,4.90404788663546,23.647527590695443,-22.752938432963266,23.599644268389955,94.8716471649639,True
2458651.706579115,2.534566819668,121,4.903919738757609,27.67702353658801,-23.718875099368383,20.002270654617003,94.89732292182305,True
2458652.54146244,2.56462097168,121,4.904076075847801,25.07859730614876,-23.128895074070293,22.178813368162494,94.86599951214384,True
2458653.7158348756,2.544584870338,121,4.903943818171824,25.95921684586675,-23.336036265389936,21.388656451681552,94.89249816328102,True
2458654.5507185487,2.544584870338,121,4.904104794600102,26.684273691725675,-23.509553618168066,20.780153762084005,94.8602458962101,True
2458643.9847135954,2.5245487689969996,122,4.904542615703516,27.077001925171157,-23.610718416356306,20.46513329303581,94.7725474146482,True
2458645.993953608,2.544584870338,122,4.904517678469395,25.290596832578153,-23.19534662781814,21.98315590273803,94.77754169529196,True
2458646.129044909,2.614711225033,122,4.904645282187791,21.5543365641732,-22.144495901498207,26.05422687843329,94.75198701761347,True
2458648.003193062,2.56462097168,122,4.904491946354894,23.821356650324926,-22.814656458204922,23.417111370756682,94.78269527280393,True
2458648.1382834143,2.584657073021,122,4.904625146143628,22.58632248143133,-22.46764270796985,24.781139544398535,94.75601941038605,True
2458650.01243182,2.594675123692,122,4.9044655062239695,22.596976176244816,-22.464093615413784,24.76866920892162,94.78799075943175,True
2458650.1475224043,2.57463902235,122,4.904603851061318,23.811080357746434,-22.817381452184232,23.42782111261835,94.76028397884174,True
2458652.0216701142,2.614711225033,122,4.904438430699369,21.56537545437872,-22.14016653085583,26.03988887496463,94.79341361852215,True
2458652.15676209,2.544584870338,122,4.904581451361909,25.28065608422037,-23.19719811099303,21.992251037531073,94.7647698360181,True
2458654.1660023555,2.5245487689969996,122,4.904558016534172,27.067318057273578,-23.611645495215853,20.47278341773589,94.76946307712319,True
2458644.9547186326,2.5145307183270003,123,4.9045295830180535,26.85215943092315,-23.560675788017523,20.64427941063385,94.77515751097225,True
2458646.9639585502,2.544584870338,123,4.904504203769115,25.106853149720695,-23.14957095310321,22.152529011161267,94.78024036883262,True
2458647.0990495984,2.614711225033,123,4.904634795897155,21.665178090159987,-22.180397174715687,25.911000756549306,94.75408696739473,True
2458648.973197867,2.57463902235,123,4.904478078086088,23.669108485961168,-22.77257167305904,23.576823175822216,94.78547282592108,True
2458649.1082882197,2.584657073021,123,4.904614045099977,22.717299685872398,-22.506460775307247,24.628726212750724,94.75824250441478,True
2458650.9824366253,2.594675123692,123,4.904451281393292,22.469281841221772,-22.425234823122253,24.918999845545624,94.7908397849846,True
2458651.1175273256,2.56462097168,123,4.904592168229621,23.967402107934674,-22.859471590021876,23.265990767508807,94.76262362153413,True
2458652.9916749196,2.614711225033,123,4.904423892928112,21.45722486340114,-22.104191318857367,26.18107391219723,94.79632538403091,True
2458653.1267670114,2.544584870338,123,4.904569225864127,25.46942214881795,-23.243009708670538,21.82085283397334,94.76721819858314,True
2458645.924723554,2.5245487689969996,124,4.9045163080062535,26.63260852056857,-23.511143641105644,20.822337273599064,94.7778161663232,True
2458647.9339634716,2.544584870338,124,4.9044905140382316,24.92718078473628,-23.104246870127085,22.32076548485471,94.78298213746588,True
2458648.069054404,2.604693174362,124,4.904623979081795,21.77816787810832,-22.21662616940796,25.766675340234706,94.75625312517228,True
2458649.9432026725,2.57463902235,124,4.904464016278731,23.520004174687195,-22.73087760546963,23.735433237099635,94.78828917216943,True
2458650.078293046,2.584657073021,124,4.904602634151302,22.850919560616195,-22.545633496653465,24.475226121821414,94.76052768028578,True
2458651.9524414307,2.594675123692,124,4.904436885804804,22.34407208008095,-22.386723018524293,25.06825507169888,94.79372304336758,True
2458652.087532247,2.56462097168,124,4.904580194640932,24.127070641473154,-22.90196140504486,23.103059217207335,94.7650215145403,True
2458653.961679609,2.6247292757030003,124,4.9044092076812,21.35107074646408,-22.0685291586973,26.321212640373048,94.79926672130424,True
2458654.0967720486,2.534566819668,124,4.904556729136995,25.66252485495198,-23.289283298343303,21.648333494166295,94.76972090382664,True
2458646.894728591,2.5245487689969996,125,4.904502806629619,26.418246403930848,-23.462128247790584,20.99925070691278,94.78052018549327,True
2458648.903968393,2.5546029210089998,125,4.90447662004876,24.75144619012795,-23.059364251573513,22.48787824947664,94.78576484509811,True
2458649.039059093,2.604693174362,125,4.904612848739362,21.893284266902295,-22.253162900358387,25.621343010620553,94.7584820886447,True
2458650.913207615,2.57463902235,125,4.904449766783798,23.373901396020397,-22.68955312343975,23.893004347637692,94.79114314100013,True
2458651.0482978513,2.584657073021,125,4.904590924489975,22.987237289179166,-22.585161182144496,24.32065499552425,94.7628726982323,True
2458652.922446236,2.594675123692,125,4.904422331695758,22.221282668981843,-22.34855399564433,25.216438496573407,94.79663808474905,True
2458653.0575370733,2.56462097168,125,4.904567944150855,24.29013973792079,-22.944845853113783,22.939068255583805,94.76747488470627,True
2458654.9316842984,2.6247292757030003,125,4.904394392808194,21.246898899713223,-22.03318838774451,26.460263322767425,94.80223405615207,True
2458645.855493131,2.5145307183270003,126,4.904514950553052,28.206592901566946,-23.85012109762829,19.6111791059551,94.7780880320748,True
2458647.8647335125,2.534566819668,126,4.904489095365786,26.208971738209314,-23.413635713429635,21.17496461295615,94.78326626976096,True
2458649.8739731982,2.56462097168,126,4.9044625336251455,24.579531685416935,-23.014915957234482,22.653870204505747,94.78858612486472,True
2458650.0090638986,2.604693174362,126,4.904601406302678,22.010657530241293,-22.29003535587216,25.47490551989958,94.76077357255227,True
2458651.88321242,2.57463902235,126,4.9044353538487675,23.23082739010624,-22.64862447894653,24.049419463596074,94.79402987714808,True
2458652.0183026567,2.584657073021,126,4.904578925341275,23.126334143793255,-22.625051199137822,24.165001506443648,94.76527571241051,True
2458653.8924509464,2.604693174362,126,4.904407630472789,22.100844565938445,-22.310721466902997,25.363562356184996,94.79958262553247,True
2458654.0275419946,2.56462097168,126,4.9045554199377275,24.45679832478309,-22.988154544544813,22.773927971924337,94.76998309707909,True
2458646.8254981893,2.5145307183270003,127,4.904501425997202,27.95408654783241,-23.797430899173172,19.795689200384107,94.78079669643871,True
2458648.834738434,2.534566819668,127,4.904475181053375,26.004551317249742,-23.365640440682384,21.349539846261504,94.78605305085993,True
2458648.9698471804,1.1721119284630002,127,4.904611340472389,21.168009906850045,-22.014689988167454,26.566589806109334,94.75878413584974,True
2458650.8439781195,2.56462097168,127,4.904448266746599,24.411324171469783,-22.970895085013666,22.818744328648073,94.79144357872354,True
2458650.979068704,2.604693174362,127,4.904589665463197,22.130306374337678,-22.327235607320578,25.327408123397564,94.76312483664996,True
2458652.8532172255,2.584657073021,127,4.904420778410956,23.090599337269797,-22.608057478811226,24.204792699658203,94.79694919401702,True
2458652.988307578,2.57463902235,127,4.904566646908317,23.26828625199427,-22.66530876882961,24.00826340915246,94.76773468109447,True
2458654.8624557517,2.604693174362,127,4.90439279654955,21.982711859571804,-22.2732258997247,25.509613154360643,94.80255377976209,True
2458654.997546916,2.5546029210089998,127,4.904542640901544,24.627051753852644,-23.029209708636117,22.607735399729155,94.77254236818658,True
2458647.7955032266,2.5145307183270003,128,4.90448768862053,27.70789548094735,-23.74532449816225,19.97903416877858,94.7835480135975,True
2458649.804743471,2.534566819668,128,4.904461070406178,25.80476703578758,-23.3181182699308,21.52303419526405,94.78887918542965,True
2458649.939835099,2.6247292757030003,128,4.90460016251121,21.27116612056025,-22.04928051717468,26.427734254861264,94.761022657808,True
2458651.813983041,2.56462097168,128,4.904433831553834,24.246714910736653,-22.92729496152591,22.982503677272184,94.79433477629023,True
2458651.9490735093,2.594675123692,128,4.90457764059885,22.252248796827377,-22.364755529574666,25.17889705292935,94.7655330031998,True
2458653.823222031,2.594675123692,128,4.904406063373022,22.9532299145041,-22.567873488305107,24.35902655119935,94.79989650545828,True
2458653.9583123834,2.57463902235,128,4.904554099634093,23.413172517028674,-22.705939269343478,23.850438523142433,94.77024751450095,True
