Mean of Max Coverage Gap [Days],Mean of Mean Coverage Gap [Days],Mean of Time Average Gap [Days],Mean of Percentage Coverage,SD of Max Coverage Gap [Days],SD of Mean Coverage Gap [Days],SD of Time Average Gap [Days],SD of Percentage Coverage
4.611363610364242,2.1445736695499225,2.5803152093507236,1.6561100985361989e-06,1.6628499124390628,1.1668924173564446,1.0282031977198989,2.785732411315551e-06
