Mean of Mean of Ground Pixel Along-Track Resolution [m],Mean of Mean of Ground Pixel Cross-Track Resolution [m],Mean of Mean of SNR,Mean of Mean of DR,Mean of Mean of Noise-Equivalent Delta T [K],Mean of SD of Ground Pixel Along-Track Resolution [m],Mean of SD of Ground Pixel Cross-Track Resolution [m],Mean of SD of SNR,Mean of SD of DR,Mean of SD of Noise-Equivalent Delta T [K],SD of Mean of Ground Pixel Along-Track Resolution [m],SD of Mean of Ground Pixel Cross-Track Resolution [m],SD of Mean of SNR,SD of Mean of DR,SD of Mean of Noise-Equivalent Delta T [K],SD of SD of Ground Pixel Along-Track Resolution [m],SD of SD of Ground Pixel Cross-Track Resolution [m],SD of SD of SNR,SD of SD of DR,SD of SD of Noise-Equivalent Delta T [K]
23.23178850941557,23.412881472639025,459.04247605427,15150.821261537181,,6.3358584687274115,6.404135694969569,251.39047151514671,13474.516908949461,,5.862272318510693,5.884031888420697,162.30111668716035,8693.41924789195,,5.125822831062052,5.104169636434768,139.10649358081224,8754.118698145443,
