POI,lat[deg],lon[deg]
11841,44.4944,188.571
11842,44.4944,190
11843,44.4944,191.429
11844,44.4944,192.857
11845,44.4944,194.286
11846,44.4944,195.714
11847,44.4944,197.143
11848,44.4944,198.571
11849,44.4944,200
11850,44.4944,201.429
11851,44.4944,202.857
11852,44.4944,204.286
11853,44.4944,205.714
11854,44.4944,207.143
11855,44.4944,208.571
11856,44.4944,210
11857,44.4944,211.429
11858,44.4944,212.857
11859,44.4944,214.286
11860,44.4944,215.714
11861,44.4944,217.143
11862,44.4944,218.571
11863,44.4944,220
11864,44.4944,221.429
11865,44.4944,222.857
11866,44.4944,224.286
11867,44.4944,225.714
11868,44.4944,227.143
11869,44.4944,228.571
11870,44.4944,230
11871,44.4944,231.429
11872,44.4944,232.857
11873,44.4944,234.286
11874,44.4944,235.714
11875,44.4944,237.143
11876,44.4944,238.571
11877,44.4944,240
11878,44.4944,241.429
11879,44.4944,242.857
11880,44.4944,244.286
11881,44.4944,245.714
11882,44.4944,247.143
11883,44.4944,248.571
11884,44.4944,250
11885,44.4944,251.429
11886,44.4944,252.857
11887,44.4944,254.286
11888,44.4944,255.714
11889,44.4944,257.143
11890,44.4944,258.571
11891,44.4944,260
11892,44.4944,261.429
11893,44.4944,262.857
11894,44.4944,264.286
11895,44.4944,265.714
11896,44.4944,267.143
11897,44.4944,268.571
11898,44.4944,270
11899,44.4944,271.429
11900,44.4944,272.857
11901,44.4944,274.286
11902,44.4944,275.714
11903,44.4944,277.143
11904,44.4944,278.571
11905,44.4944,280
11906,44.4944,281.429
11907,44.4944,282.857
11908,44.4944,284.286
11909,44.4944,285.714
11910,44.4944,287.143
11911,44.4944,288.571
11912,44.4944,290
11913,44.4944,291.429
11914,44.4944,292.857
11915,44.4944,294.286
11916,44.4944,295.714
11917,44.4944,297.143
11918,44.4944,298.571
11919,44.4944,300
11920,44.4944,301.429
11921,44.4944,302.857
11922,44.4944,304.286
11923,44.4944,305.714
11924,44.4944,307.143
11925,44.4944,308.571
11926,44.4944,310
11927,44.4944,311.429
11928,44.4944,312.857
11929,44.4944,314.286
11930,44.4944,315.714
11931,44.4944,317.143
11932,44.4944,318.571
11933,44.4944,320
11934,44.4944,321.429
11935,44.4944,322.857
11936,44.4944,324.286
11937,44.4944,325.714
11938,44.4944,327.143
11939,44.4944,328.571
11940,44.4944,330
11941,44.4944,331.429
11942,44.4944,332.857
11943,44.4944,334.286
11944,44.4944,335.714
11945,44.4944,337.143
11946,44.4944,338.571
11947,44.4944,340
11948,44.4944,341.429
11949,44.4944,342.857
11950,44.4944,344.286
11951,44.4944,345.714
11952,44.4944,347.143
11953,44.4944,348.571
11954,44.4944,350
11955,44.4944,351.429
11956,44.4944,352.857
11957,44.4944,354.286
11958,44.4944,355.714
11959,44.4944,357.143
11960,44.4944,358.571
11961,-44.4944,0
11962,-44.4944,1.42857
11963,-44.4944,2.85714
11964,-44.4944,4.28571
11965,-44.4944,5.71429
11966,-44.4944,7.14286
11967,-44.4944,8.57143
11968,-44.4944,10
11969,-44.4944,11.4286
11970,-44.4944,12.8571
11971,-44.4944,14.2857
11972,-44.4944,15.7143
11973,-44.4944,17.1429
11974,-44.4944,18.5714
11975,-44.4944,20
11976,-44.4944,21.4286
11977,-44.4944,22.8571
11978,-44.4944,24.2857
11979,-44.4944,25.7143
11980,-44.4944,27.1429
11981,-44.4944,28.5714
11982,-44.4944,30
11983,-44.4944,31.4286
11984,-44.4944,32.8571
11985,-44.4944,34.2857
11986,-44.4944,35.7143
11987,-44.4944,37.1429
11988,-44.4944,38.5714
11989,-44.4944,40
11990,-44.4944,41.4286
11991,-44.4944,42.8571
11992,-44.4944,44.2857
11993,-44.4944,45.7143
11994,-44.4944,47.1429
11995,-44.4944,48.5714
11996,-44.4944,50
11997,-44.4944,51.4286
11998,-44.4944,52.8571
11999,-44.4944,54.2857
12000,-44.4944,55.7143
12001,-44.4944,57.1429
12002,-44.4944,58.5714
12003,-44.4944,60
12004,-44.4944,61.4286
12005,-44.4944,62.8571
12006,-44.4944,64.2857
12007,-44.4944,65.7143
12008,-44.4944,67.1429
12009,-44.4944,68.5714
12010,-44.4944,70
12011,-44.4944,71.4286
12012,-44.4944,72.8571
12013,-44.4944,74.2857
12014,-44.4944,75.7143
12015,-44.4944,77.1429
12016,-44.4944,78.5714
12017,-44.4944,80
12018,-44.4944,81.4286
12019,-44.4944,82.8571
12020,-44.4944,84.2857
12021,-44.4944,85.7143
12022,-44.4944,87.1429
12023,-44.4944,88.5714
12024,-44.4944,90
12025,-44.4944,91.4286
12026,-44.4944,92.8571
12027,-44.4944,94.2857
12028,-44.4944,95.7143
12029,-44.4944,97.1429
12030,-44.4944,98.5714
12031,-44.4944,100
12032,-44.4944,101.429
12033,-44.4944,102.857
12034,-44.4944,104.286
12035,-44.4944,105.714
12036,-44.4944,107.143
12037,-44.4944,108.571
12038,-44.4944,110
12039,-44.4944,111.429
12040,-44.4944,112.857
12041,-44.4944,114.286
12042,-44.4944,115.714
12043,-44.4944,117.143
12044,-44.4944,118.571
12045,-44.4944,120
12046,-44.4944,121.429
12047,-44.4944,122.857
12048,-44.4944,124.286
12049,-44.4944,125.714
12050,-44.4944,127.143
12051,-44.4944,128.571
12052,-44.4944,130
12053,-44.4944,131.429
12054,-44.4944,132.857
12055,-44.4944,134.286
12056,-44.4944,135.714
12057,-44.4944,137.143
12058,-44.4944,138.571
12059,-44.4944,140
12060,-44.4944,141.429
12061,-44.4944,142.857
12062,-44.4944,144.286
12063,-44.4944,145.714
12064,-44.4944,147.143
12065,-44.4944,148.571
12066,-44.4944,150
12067,-44.4944,151.429
12068,-44.4944,152.857
12069,-44.4944,154.286
12070,-44.4944,155.714
12071,-44.4944,157.143
12072,-44.4944,158.571
12073,-44.4944,160
12074,-44.4944,161.429
12075,-44.4944,162.857
12076,-44.4944,164.286
12077,-44.4944,165.714
12078,-44.4944,167.143
12079,-44.4944,168.571
12080,-44.4944,170
12081,-44.4944,171.429
12082,-44.4944,172.857
12083,-44.4944,174.286
12084,-44.4944,175.714
12085,-44.4944,177.143
12086,-44.4944,178.571
12087,-44.4944,180
12088,-44.4944,181.429
12089,-44.4944,182.857
12090,-44.4944,184.286
12091,-44.4944,185.714
12092,-44.4944,187.143
12093,-44.4944,188.571
12094,-44.4944,190
12095,-44.4944,191.429
12096,-44.4944,192.857
12097,-44.4944,194.286
12098,-44.4944,195.714
12099,-44.4944,197.143
12100,-44.4944,198.571
12101,-44.4944,200
12102,-44.4944,201.429
12103,-44.4944,202.857
12104,-44.4944,204.286
12105,-44.4944,205.714
12106,-44.4944,207.143
12107,-44.4944,208.571
12108,-44.4944,210
12109,-44.4944,211.429
12110,-44.4944,212.857
12111,-44.4944,214.286
12112,-44.4944,215.714
12113,-44.4944,217.143
12114,-44.4944,218.571
12115,-44.4944,220
12116,-44.4944,221.429
12117,-44.4944,222.857
12118,-44.4944,224.286
12119,-44.4944,225.714
12120,-44.4944,227.143
12121,-44.4944,228.571
12122,-44.4944,230
12123,-44.4944,231.429
12124,-44.4944,232.857
12125,-44.4944,234.286
12126,-44.4944,235.714
12127,-44.4944,237.143
12128,-44.4944,238.571
12129,-44.4944,240
12130,-44.4944,241.429
12131,-44.4944,242.857
12132,-44.4944,244.286
12133,-44.4944,245.714
12134,-44.4944,247.143
12135,-44.4944,248.571
12136,-44.4944,250
12137,-44.4944,251.429
12138,-44.4944,252.857
12139,-44.4944,254.286
12140,-44.4944,255.714
12141,-44.4944,257.143
12142,-44.4944,258.571
12143,-44.4944,260
12144,-44.4944,261.429
12145,-44.4944,262.857
12146,-44.4944,264.286
12147,-44.4944,265.714
12148,-44.4944,267.143
12149,-44.4944,268.571
12150,-44.4944,270
12151,-44.4944,271.429
12152,-44.4944,272.857
12153,-44.4944,274.286
12154,-44.4944,275.714
12155,-44.4944,277.143
12156,-44.4944,278.571
12157,-44.4944,280
12158,-44.4944,281.429
12159,-44.4944,282.857
12160,-44.4944,284.286
12161,-44.4944,285.714
12162,-44.4944,287.143
12163,-44.4944,288.571
12164,-44.4944,290
12165,-44.4944,291.429
12166,-44.4944,292.857
12167,-44.4944,294.286
12168,-44.4944,295.714
12169,-44.4944,297.143
12170,-44.4944,298.571
12171,-44.4944,300
12172,-44.4944,301.429
12173,-44.4944,302.857
12174,-44.4944,304.286
12175,-44.4944,305.714
12176,-44.4944,307.143
12177,-44.4944,308.571
12178,-44.4944,310
12179,-44.4944,311.429
12180,-44.4944,312.857
12181,-44.4944,314.286
12182,-44.4944,315.714
12183,-44.4944,317.143
12184,-44.4944,318.571
12185,-44.4944,320
12186,-44.4944,321.429
12187,-44.4944,322.857
12188,-44.4944,324.286
12189,-44.4944,325.714
12190,-44.4944,327.143
12191,-44.4944,328.571
12192,-44.4944,330
12193,-44.4944,331.429
12194,-44.4944,332.857
12195,-44.4944,334.286
12196,-44.4944,335.714
12197,-44.4944,337.143
12198,-44.4944,338.571
12199,-44.4944,340
12200,-44.4944,341.429
12201,-44.4944,342.857
12202,-44.4944,344.286
12203,-44.4944,345.714
12204,-44.4944,347.143
12205,-44.4944,348.571
12206,-44.4944,350
12207,-44.4944,351.429
12208,-44.4944,352.857
12209,-44.4944,354.286
12210,-44.4944,355.714
12211,-44.4944,357.143
12212,-44.4944,358.571
12213,43.4831,0
12214,43.4831,1.40625
12215,43.4831,2.8125
12216,43.4831,4.21875
12217,43.4831,5.625
12218,43.4831,7.03125
12219,43.4831,8.4375
12220,43.4831,9.84375
12221,43.4831,11.25
12222,43.4831,12.6562
12223,43.4831,14.0625
12224,43.4831,15.4687
12225,43.4831,16.875
12226,43.4831,18.2812
12227,43.4831,19.6875
12228,43.4831,21.0938
12229,43.4831,22.5
12230,43.4831,23.9062
12231,43.4831,25.3125
12232,43.4831,26.7188
12233,43.4831,28.125
12234,43.4831,29.5312
12235,43.4831,30.9375
12236,43.4831,32.3438
12237,43.4831,33.75
12238,43.4831,35.1562
12239,43.4831,36.5625
12240,43.4831,37.9688
12241,43.4831,39.375
12242,43.4831,40.7812
12243,43.4831,42.1875
12244,43.4831,43.5938
12245,43.4831,45
12246,43.4831,46.4062
12247,43.4831,47.8125
12248,43.4831,49.2188
12249,43.4831,50.625
12250,43.4831,52.0312
12251,43.4831,53.4375
12252,43.4831,54.8438
12253,43.4831,56.25
12254,43.4831,57.6562
12255,43.4831,59.0625
12256,43.4831,60.4688
12257,43.4831,61.875
12258,43.4831,63.2812
12259,43.4831,64.6875
12260,43.4831,66.0938
12261,43.4831,67.5
12262,43.4831,68.9062
12263,43.4831,70.3125
12264,43.4831,71.7188
12265,43.4831,73.125
12266,43.4831,74.5312
12267,43.4831,75.9375
12268,43.4831,77.3438
12269,43.4831,78.75
12270,43.4831,80.1562
12271,43.4831,81.5625
12272,43.4831,82.9688
12273,43.4831,84.375
12274,43.4831,85.7812
12275,43.4831,87.1875
12276,43.4831,88.5938
12277,43.4831,90
12278,43.4831,91.4062
12279,43.4831,92.8125
12280,43.4831,94.2188
12281,43.4831,95.625
12282,43.4831,97.0312
12283,43.4831,98.4375
12284,43.4831,99.8438
12285,43.4831,101.25
12286,43.4831,102.656
12287,43.4831,104.062
12288,43.4831,105.469
12289,43.4831,106.875
12290,43.4831,108.281
12291,43.4831,109.688
12292,43.4831,111.094
12293,43.4831,112.5
12294,43.4831,113.906
12295,43.4831,115.312
12296,43.4831,116.719
12297,43.4831,118.125
12298,43.4831,119.531
12299,43.4831,120.938
12300,43.4831,122.344
12301,43.4831,123.75
12302,43.4831,125.156
12303,43.4831,126.562
12304,43.4831,127.969
12305,43.4831,129.375
12306,43.4831,130.781
12307,43.4831,132.188
12308,43.4831,133.594
12309,43.4831,135
12310,43.4831,136.406
12311,43.4831,137.812
12312,43.4831,139.219
12313,43.4831,140.625
12314,43.4831,142.031
12315,43.4831,143.438
12316,43.4831,144.844
12317,43.4831,146.25
12318,43.4831,147.656
12319,43.4831,149.062
12320,43.4831,150.469
12321,43.4831,151.875
12322,43.4831,153.281
12323,43.4831,154.688
12324,43.4831,156.094
12325,43.4831,157.5
12326,43.4831,158.906
12327,43.4831,160.312
12328,43.4831,161.719
12329,43.4831,163.125
12330,43.4831,164.531
12331,43.4831,165.938
12332,43.4831,167.344
12333,43.4831,168.75
12334,43.4831,170.156
12335,43.4831,171.562
12336,43.4831,172.969
12337,43.4831,174.375
12338,43.4831,175.781
12339,43.4831,177.188
12340,43.4831,178.594
12341,43.4831,180
12342,43.4831,181.406
12343,43.4831,182.812
12344,43.4831,184.219
12345,43.4831,185.625
12346,43.4831,187.031
12347,43.4831,188.438
12348,43.4831,189.844
12349,43.4831,191.25
12350,43.4831,192.656
12351,43.4831,194.062
12352,43.4831,195.469
12353,43.4831,196.875
12354,43.4831,198.281
12355,43.4831,199.688
12356,43.4831,201.094
12357,43.4831,202.5
12358,43.4831,203.906
12359,43.4831,205.312
12360,43.4831,206.719
12361,43.4831,208.125
12362,43.4831,209.531
12363,43.4831,210.938
12364,43.4831,212.344
12365,43.4831,213.75
12366,43.4831,215.156
12367,43.4831,216.562
12368,43.4831,217.969
12369,43.4831,219.375
12370,43.4831,220.781
12371,43.4831,222.188
12372,43.4831,223.594
12373,43.4831,225
12374,43.4831,226.406
12375,43.4831,227.812
12376,43.4831,229.219
12377,43.4831,230.625
12378,43.4831,232.031
12379,43.4831,233.438
12380,43.4831,234.844
12381,43.4831,236.25
12382,43.4831,237.656
12383,43.4831,239.062
12384,43.4831,240.469
12385,43.4831,241.875
12386,43.4831,243.281
12387,43.4831,244.687
12388,43.4831,246.094
12389,43.4831,247.5
12390,43.4831,248.906
12391,43.4831,250.313
12392,43.4831,251.719
12393,43.4831,253.125
12394,43.4831,254.531
12395,43.4831,255.938
12396,43.4831,257.344
12397,43.4831,258.75
12398,43.4831,260.156
12399,43.4831,261.562
12400,43.4831,262.969
12401,43.4831,264.375
12402,43.4831,265.781
12403,43.4831,267.188
12404,43.4831,268.594
12405,43.4831,270
12406,43.4831,271.406
12407,43.4831,272.812
12408,43.4831,274.219
12409,43.4831,275.625
12410,43.4831,277.031
12411,43.4831,278.438
12412,43.4831,279.844
12413,43.4831,281.25
12414,43.4831,282.656
12415,43.4831,284.062
12416,43.4831,285.469
12417,43.4831,286.875
12418,43.4831,288.281
12419,43.4831,289.688
12420,43.4831,291.094
12421,43.4831,292.5
12422,43.4831,293.906
12423,43.4831,295.312
12424,43.4831,296.719
12425,43.4831,298.125
12426,43.4831,299.531
12427,43.4831,300.938
12428,43.4831,302.344
12429,43.4831,303.75
12430,43.4831,305.156
12431,43.4831,306.562
12432,43.4831,307.969
12433,43.4831,309.375
12434,43.4831,310.781
12435,43.4831,312.188
12436,43.4831,313.594
12437,43.4831,315
12438,43.4831,316.406
12439,43.4831,317.812
12440,43.4831,319.219
12441,43.4831,320.625
12442,43.4831,322.031
12443,43.4831,323.438
12444,43.4831,324.844
12445,43.4831,326.25
12446,43.4831,327.656
12447,43.4831,329.062
12448,43.4831,330.469
12449,43.4831,331.875
12450,43.4831,333.281
12451,43.4831,334.688
12452,43.4831,336.094
12453,43.4831,337.5
12454,43.4831,338.906
12455,43.4831,340.312
12456,43.4831,341.719
12457,43.4831,343.125
12458,43.4831,344.531
12459,43.4831,345.938
12460,43.4831,347.344
12461,43.4831,348.75
12462,43.4831,350.156
12463,43.4831,351.562
12464,43.4831,352.969
12465,43.4831,354.375
12466,43.4831,355.781
12467,43.4831,357.188
12468,43.4831,358.594
12469,-43.4831,0
12470,-43.4831,1.40625
12471,-43.4831,2.8125
12472,-43.4831,4.21875
12473,-43.4831,5.625
12474,-43.4831,7.03125
12475,-43.4831,8.4375
12476,-43.4831,9.84375
12477,-43.4831,11.25
12478,-43.4831,12.6562
12479,-43.4831,14.0625
12480,-43.4831,15.4687
12481,-43.4831,16.875
12482,-43.4831,18.2812
12483,-43.4831,19.6875
12484,-43.4831,21.0938
12485,-43.4831,22.5
12486,-43.4831,23.9062
12487,-43.4831,25.3125
12488,-43.4831,26.7188
12489,-43.4831,28.125
12490,-43.4831,29.5312
12491,-43.4831,30.9375
12492,-43.4831,32.3438
12493,-43.4831,33.75
12494,-43.4831,35.1562
12495,-43.4831,36.5625
12496,-43.4831,37.9688
12497,-43.4831,39.375
12498,-43.4831,40.7812
12499,-43.4831,42.1875
12500,-43.4831,43.5938
12501,-43.4831,45
12502,-43.4831,46.4062
12503,-43.4831,47.8125
12504,-43.4831,49.2188
12505,-43.4831,50.625
12506,-43.4831,52.0312
12507,-43.4831,53.4375
12508,-43.4831,54.8438
12509,-43.4831,56.25
12510,-43.4831,57.6562
12511,-43.4831,59.0625
12512,-43.4831,60.4688
12513,-43.4831,61.875
12514,-43.4831,63.2812
12515,-43.4831,64.6875
12516,-43.4831,66.0938
12517,-43.4831,67.5
12518,-43.4831,68.9062
12519,-43.4831,70.3125
12520,-43.4831,71.7188
12521,-43.4831,73.125
12522,-43.4831,74.5312
12523,-43.4831,75.9375
12524,-43.4831,77.3438
12525,-43.4831,78.75
12526,-43.4831,80.1562
12527,-43.4831,81.5625
12528,-43.4831,82.9688
12529,-43.4831,84.375
12530,-43.4831,85.7812
12531,-43.4831,87.1875
12532,-43.4831,88.5938
12533,-43.4831,90
12534,-43.4831,91.4062
12535,-43.4831,92.8125
12536,-43.4831,94.2188
12537,-43.4831,95.625
12538,-43.4831,97.0312
12539,-43.4831,98.4375
12540,-43.4831,99.8438
12541,-43.4831,101.25
12542,-43.4831,102.656
12543,-43.4831,104.062
12544,-43.4831,105.469
12545,-43.4831,106.875
12546,-43.4831,108.281
12547,-43.4831,109.688
12548,-43.4831,111.094
12549,-43.4831,112.5
12550,-43.4831,113.906
12551,-43.4831,115.312
12552,-43.4831,116.719
12553,-43.4831,118.125
12554,-43.4831,119.531
12555,-43.4831,120.938
12556,-43.4831,122.344
12557,-43.4831,123.75
12558,-43.4831,125.156
12559,-43.4831,126.562
12560,-43.4831,127.969
12561,-43.4831,129.375
12562,-43.4831,130.781
12563,-43.4831,132.188
12564,-43.4831,133.594
12565,-43.4831,135
12566,-43.4831,136.406
12567,-43.4831,137.812
12568,-43.4831,139.219
12569,-43.4831,140.625
12570,-43.4831,142.031
12571,-43.4831,143.438
12572,-43.4831,144.844
12573,-43.4831,146.25
12574,-43.4831,147.656
12575,-43.4831,149.062
12576,-43.4831,150.469
12577,-43.4831,151.875
12578,-43.4831,153.281
12579,-43.4831,154.688
12580,-43.4831,156.094
12581,-43.4831,157.5
12582,-43.4831,158.906
12583,-43.4831,160.312
12584,-43.4831,161.719
12585,-43.4831,163.125
12586,-43.4831,164.531
12587,-43.4831,165.938
12588,-43.4831,167.344
12589,-43.4831,168.75
12590,-43.4831,170.156
12591,-43.4831,171.562
12592,-43.4831,172.969
12593,-43.4831,174.375
12594,-43.4831,175.781
12595,-43.4831,177.188
12596,-43.4831,178.594
12597,-43.4831,180
12598,-43.4831,181.406
12599,-43.4831,182.812
12600,-43.4831,184.219
12601,-43.4831,185.625
12602,-43.4831,187.031
12603,-43.4831,188.438
12604,-43.4831,189.844
12605,-43.4831,191.25
12606,-43.4831,192.656
12607,-43.4831,194.062
12608,-43.4831,195.469
12609,-43.4831,196.875
12610,-43.4831,198.281
12611,-43.4831,199.688
12612,-43.4831,201.094
12613,-43.4831,202.5
12614,-43.4831,203.906
12615,-43.4831,205.312
12616,-43.4831,206.719
12617,-43.4831,208.125
12618,-43.4831,209.531
12619,-43.4831,210.938
12620,-43.4831,212.344
12621,-43.4831,213.75
12622,-43.4831,215.156
12623,-43.4831,216.562
12624,-43.4831,217.969
12625,-43.4831,219.375
12626,-43.4831,220.781
12627,-43.4831,222.188
12628,-43.4831,223.594
12629,-43.4831,225
12630,-43.4831,226.406
12631,-43.4831,227.812
12632,-43.4831,229.219
12633,-43.4831,230.625
12634,-43.4831,232.031
12635,-43.4831,233.438
12636,-43.4831,234.844
12637,-43.4831,236.25
12638,-43.4831,237.656
12639,-43.4831,239.062
12640,-43.4831,240.469
12641,-43.4831,241.875
12642,-43.4831,243.281
12643,-43.4831,244.687
12644,-43.4831,246.094
12645,-43.4831,247.5
12646,-43.4831,248.906
12647,-43.4831,250.313
12648,-43.4831,251.719
12649,-43.4831,253.125
12650,-43.4831,254.531
12651,-43.4831,255.938
12652,-43.4831,257.344
12653,-43.4831,258.75
12654,-43.4831,260.156
12655,-43.4831,261.562
12656,-43.4831,262.969
12657,-43.4831,264.375
12658,-43.4831,265.781
12659,-43.4831,267.188
12660,-43.4831,268.594
12661,-43.4831,270
12662,-43.4831,271.406
12663,-43.4831,272.812
12664,-43.4831,274.219
12665,-43.4831,275.625
12666,-43.4831,277.031
12667,-43.4831,278.438
12668,-43.4831,279.844
12669,-43.4831,281.25
12670,-43.4831,282.656
12671,-43.4831,284.062
12672,-43.4831,285.469
12673,-43.4831,286.875
12674,-43.4831,288.281
12675,-43.4831,289.688
12676,-43.4831,291.094
12677,-43.4831,292.5
12678,-43.4831,293.906
12679,-43.4831,295.312
12680,-43.4831,296.719
12681,-43.4831,298.125
12682,-43.4831,299.531
12683,-43.4831,300.938
12684,-43.4831,302.344
12685,-43.4831,303.75
12686,-43.4831,305.156
12687,-43.4831,306.562
12688,-43.4831,307.969
12689,-43.4831,309.375
12690,-43.4831,310.781
12691,-43.4831,312.188
12692,-43.4831,313.594
12693,-43.4831,315
12694,-43.4831,316.406
12695,-43.4831,317.812
12696,-43.4831,319.219
12697,-43.4831,320.625
12698,-43.4831,322.031
12699,-43.4831,323.438
12700,-43.4831,324.844
12701,-43.4831,326.25
12702,-43.4831,327.656
12703,-43.4831,329.062
12704,-43.4831,330.469
12705,-43.4831,331.875
12706,-43.4831,333.281
12707,-43.4831,334.688
12708,-43.4831,336.094
12709,-43.4831,337.5
12710,-43.4831,338.906
12711,-43.4831,340.312
12712,-43.4831,341.719
12713,-43.4831,343.125
12714,-43.4831,344.531
12715,-43.4831,345.938
12716,-43.4831,347.344
12717,-43.4831,348.75
12718,-43.4831,350.156
12719,-43.4831,351.562
12720,-43.4831,352.969
12721,-43.4831,354.375
12722,-43.4831,355.781
12723,-43.4831,357.188
12724,-43.4831,358.594
12725,42.4719,0
12726,42.4719,1.38462
12727,42.4719,2.76923
12728,42.4719,4.15385
12729,42.4719,5.53846
12730,42.4719,6.92308
12731,42.4719,8.30769
12732,42.4719,9.69231
12733,42.4719,11.0769
12734,42.4719,12.4615
12735,42.4719,13.8462
12736,42.4719,15.2308
12737,42.4719,16.6154
12738,42.4719,18
12739,42.4719,19.3846
12740,42.4719,20.7692
12741,42.4719,22.1538
12742,42.4719,23.5385
12743,42.4719,24.9231
12744,42.4719,26.3077
12745,42.4719,27.6923
12746,42.4719,29.0769
12747,42.4719,30.4615
12748,42.4719,31.8462
12749,42.4719,33.2308
12750,42.4719,34.6154
12751,42.4719,36
12752,42.4719,37.3846
12753,42.4719,38.7692
12754,42.4719,40.1538
12755,42.4719,41.5385
12756,42.4719,42.9231
12757,42.4719,44.3077
12758,42.4719,45.6923
12759,42.4719,47.0769
12760,42.4719,48.4615
12761,42.4719,49.8462
12762,42.4719,51.2308
12763,42.4719,52.6154
12764,42.4719,54
12765,42.4719,55.3846
12766,42.4719,56.7692
12767,42.4719,58.1538
12768,42.4719,59.5385
12769,42.4719,60.9231
12770,42.4719,62.3077
12771,42.4719,63.6923
12772,42.4719,65.0769
12773,42.4719,66.4615
12774,42.4719,67.8462
12775,42.4719,69.2308
12776,42.4719,70.6154
12777,42.4719,72
12778,42.4719,73.3846
12779,42.4719,74.7692
12780,42.4719,76.1538
12781,42.4719,77.5385
12782,42.4719,78.9231
12783,42.4719,80.3077
12784,42.4719,81.6923
12785,42.4719,83.0769
12786,42.4719,84.4615
12787,42.4719,85.8462
12788,42.4719,87.2308
12789,42.4719,88.6154
12790,42.4719,90
12791,42.4719,91.3846
12792,42.4719,92.7692
12793,42.4719,94.1538
12794,42.4719,95.5385
12795,42.4719,96.9231
12796,42.4719,98.3077
12797,42.4719,99.6923
12798,42.4719,101.077
12799,42.4719,102.462
12800,42.4719,103.846
12801,42.4719,105.231
12802,42.4719,106.615
12803,42.4719,108
12804,42.4719,109.385
12805,42.4719,110.769
12806,42.4719,112.154
12807,42.4719,113.538
12808,42.4719,114.923
12809,42.4719,116.308
12810,42.4719,117.692
12811,42.4719,119.077
12812,42.4719,120.462
12813,42.4719,121.846
12814,42.4719,123.231
12815,42.4719,124.615
12816,42.4719,126
12817,42.4719,127.385
12818,42.4719,128.769
12819,42.4719,130.154
12820,42.4719,131.538
12821,42.4719,132.923
12822,42.4719,134.308
12823,42.4719,135.692
12824,42.4719,137.077
12825,42.4719,138.462
12826,42.4719,139.846
12827,42.4719,141.231
12828,42.4719,142.615
12829,42.4719,144
12830,42.4719,145.385
12831,42.4719,146.769
12832,42.4719,148.154
12833,42.4719,149.538
12834,42.4719,150.923
12835,42.4719,152.308
12836,42.4719,153.692
12837,42.4719,155.077
12838,42.4719,156.462
12839,42.4719,157.846
12840,42.4719,159.231
12841,42.4719,160.615
12842,42.4719,162
12843,42.4719,163.385
12844,42.4719,164.769
12845,42.4719,166.154
12846,42.4719,167.538
12847,42.4719,168.923
12848,42.4719,170.308
12849,42.4719,171.692
12850,42.4719,173.077
12851,42.4719,174.462
12852,42.4719,175.846
12853,42.4719,177.231
12854,42.4719,178.615
12855,42.4719,180
12856,42.4719,181.385
12857,42.4719,182.769
12858,42.4719,184.154
12859,42.4719,185.538
12860,42.4719,186.923
12861,42.4719,188.308
12862,42.4719,189.692
12863,42.4719,191.077
12864,42.4719,192.462
12865,42.4719,193.846
12866,42.4719,195.231
12867,42.4719,196.615
12868,42.4719,198
12869,42.4719,199.385
12870,42.4719,200.769
12871,42.4719,202.154
12872,42.4719,203.538
12873,42.4719,204.923
12874,42.4719,206.308
12875,42.4719,207.692
12876,42.4719,209.077
12877,42.4719,210.462
12878,42.4719,211.846
12879,42.4719,213.231
12880,42.4719,214.615
12881,42.4719,216
12882,42.4719,217.385
12883,42.4719,218.769
12884,42.4719,220.154
12885,42.4719,221.538
12886,42.4719,222.923
12887,42.4719,224.308
12888,42.4719,225.692
12889,42.4719,227.077
12890,42.4719,228.462
12891,42.4719,229.846
12892,42.4719,231.231
12893,42.4719,232.615
12894,42.4719,234
12895,42.4719,235.385
12896,42.4719,236.769
12897,42.4719,238.154
12898,42.4719,239.538
12899,42.4719,240.923
12900,42.4719,242.308
12901,42.4719,243.692
12902,42.4719,245.077
12903,42.4719,246.462
12904,42.4719,247.846
12905,42.4719,249.231
12906,42.4719,250.615
12907,42.4719,252
12908,42.4719,253.385
12909,42.4719,254.769
12910,42.4719,256.154
12911,42.4719,257.538
12912,42.4719,258.923
12913,42.4719,260.308
12914,42.4719,261.692
12915,42.4719,263.077
12916,42.4719,264.462
12917,42.4719,265.846
12918,42.4719,267.231
12919,42.4719,268.615
12920,42.4719,270
12921,42.4719,271.385
12922,42.4719,272.769
12923,42.4719,274.154
12924,42.4719,275.538
12925,42.4719,276.923
12926,42.4719,278.308
12927,42.4719,279.692
12928,42.4719,281.077
12929,42.4719,282.462
12930,42.4719,283.846
12931,42.4719,285.231
12932,42.4719,286.615
12933,42.4719,288
12934,42.4719,289.385
12935,42.4719,290.769
12936,42.4719,292.154
12937,42.4719,293.538
12938,42.4719,294.923
12939,42.4719,296.308
12940,42.4719,297.692
12941,42.4719,299.077
12942,42.4719,300.462
12943,42.4719,301.846
12944,42.4719,303.231
12945,42.4719,304.615
12946,42.4719,306
12947,42.4719,307.385
12948,42.4719,308.769
12949,42.4719,310.154
12950,42.4719,311.538
12951,42.4719,312.923
12952,42.4719,314.308
12953,42.4719,315.692
12954,42.4719,317.077
12955,42.4719,318.462
12956,42.4719,319.846
12957,42.4719,321.231
