POI index,Gaps [Days],Max Coverage Gap [Days],Mean Coverage Gap [Days],Time Average Gap [Days],Percentage Coverage
469,[2.23661763 0.768257   4.99656547 3.00487326 0.23034087],4.996565468609333,2.2473308477550744,2.4775414986005444,8.032657206307872e-07
470,"[1.23954944 1.765324   0.94845257 0.03434509 1.00895791 3.00487669
 2.23807994 0.76679178 1.94698496 0.0343451  0.01036207]",3.004876692779362,1.1816426872021772,1.561867647213804,1.8568243832465277e-06
471,"[0.03434507 0.01357866 3.00487547 3.23346149 1.76316929 0.95060614
 0.03434507 2.01992252 1.99168868]",3.2334614917635918,1.449554710648954,1.9716513833210805,1.6152625904224537e-06
472,"[1.99168904 0.2446389  2.71377699 0.03434509 0.01211636 3.00487246
 1.99175684 1.24316851 1.76170732 0.95206985 0.03434511]",3.004872460849583,1.2713169524530796,1.8716022729567834,1.8568243832465277e-06
473,"[0.94885395 0.03434507 4.01336583 2.23854947 0.76632498 1.94745086
 0.03434508 0.0099573  3.00487793]",4.01336582750082,1.4442300526942644,2.214381332901201,1.5599653125723383e-06
474,"[3.00487318 0.22899006 0.72132772 0.03434511 1.00702716 3.00487652
 4.23245993 0.72132782 0.0343451  0.00849685]",4.232459932565689,1.2998069441411644,2.3801163624426818,1.8597347662760415e-06
475,"[2.7137761  0.03434508 0.01171242 3.00487517 3.23532735 1.76123779
 0.95253848 0.03434509 2.01799004]",3.2353273523040116,1.52957194743471,2.1840791813490408,1.7258571461950232e-06
476,"[1.99175492 2.23895382 0.72132651 0.03434511 0.01025163 3.00487222
 1.99169142 3.00487576 0.23267384]",3.00487575866282,1.4700828027497563,1.9738191066884154,1.4755642042100691e-06
477,"[1.24188505 1.76299092 0.9507856  0.03434509 4.01149981 2.24041478
 0.76445944 1.94931724 0.0343451  0.00802547]",4.011499814223498,1.2998068515211343,1.9407910874993537,1.6967533157552082e-06
478,"[0.03434507 0.01124218 3.00487798 3.00487295 0.23092257 1.76083349
 0.95294189 0.03434507 2.01758927]",3.0048779835924506,1.2279967190180388,1.6371039521872977,1.533771865162037e-06
479,[2.71377708 0.03434511 6.25191642 2.71377714 0.03434511],6.2519164234399796,2.3496321734972296,3.3636244098066985,1.466833055121528e-06
480,[0.72132731 0.03434508 8.24436616 0.72132728 0.03434509],8.244366164784878,1.9511421842500567,4.313284922567916,1.3853423298611113e-06
481,[2.71377669 0.03434511 6.25191683],6.251916831359267,3.000012876621137,2.9032642241021573,9.77888703414352e-07
482,[9.00003864 0.75567361],9.000038638710976,4.87785612558946,5.098233631679429,7.334165275607639e-07
483,[2.7137763  0.03434509 6.25191725],6.251917248591781,3.0000128809673092,2.9032644172645314,9.77888703414352e-07
484,[2.71377752 0.03434511 6.25191596 2.7137776  0.03434511],6.251915957313031,2.3496322595514356,3.363624350703181,1.466833055121528e-06
485,[0.03434508 6.2519175  2.71377592 0.03434509],6.2519174963235855,2.258595895138569,2.9033382051762655,1.140870154007523e-06
486,[2.71377714 0.03434511 6.25191638 2.71377721 0.03434511],6.251916375476867,2.349632187373936,3.363624413534279,1.3853423298611113e-06
487,[0.72132713 0.03434508 8.24436632 0.72132711 0.03434509],8.244366321247071,1.9511421450413764,4.313285052065371,1.466833055121528e-06
488,[2.71377674 0.03434511 6.25191678],6.251916779670864,3.0000128764659166,2.9032642010840934,8.963979781539352e-07
489,[0.72132835 0.03434507 8.24436513 0.72132833 0.03434507],8.244365134742111,1.9511423921212554,4.313284050010398,1.466833055121528e-06
490,[2.71377636 0.0343451  6.25191718],6.25191717967391,3.0000128797255456,2.903264384117018,9.77888703414352e-07
491,[2.71377758 0.03434511 6.25191589 2.71377767 0.03434511],6.251915892586112,2.3496322708204387,3.3636243410340985,1.466833055121528e-06
492,[0.03434508 6.25191743 2.71377597 0.03434509 6.25191758],6.251917583402246,3.0572602301836014,5.346242763980076,1.466833055121528e-06
493,[2.7137772  0.03434511 6.25191631 2.71377726 0.03434511],6.2519163098186255,2.3496321968734266,3.3636244002960405,1.3853423298611113e-06
494,[0.72132696 0.03434509 8.24436649 0.72132694 0.03434508],8.24436649074778,1.951142111234367,4.3132851962192404,1.466833055121528e-06
495,[2.7137768  0.03434511 6.25191671],6.2519167102873325,3.000012875224153,2.9032641677306406,9.77888703414352e-07
496,[0.72132818 0.03434507 8.2443653  0.72132816 0.03434507],8.24436530470848,1.9511423562653363,4.313284193638392,1.466833055121528e-06
497,[2.71377641 0.03434509 6.25191713],6.251917126588523,3.0000128750689328,2.9032643602671704,9.77888703414352e-07
498,[2.71377763 0.03434512 6.25191584 2.71377772 0.03434512],6.251915836241096,2.3496322856284677,3.363624332652611,1.3853423298611113e-06
499,[0.03434509 6.25191736 2.71377603 0.03434509 6.25191752],6.251917522400618,3.0572602179832757,5.346242681048916,1.466833055121528e-06
500,[2.71377725 0.03434511 6.25191624 2.71377732 0.03434512],6.251916240435094,2.3496322074905036,3.3636243832507295,1.466833055121528e-06
501,[0.72132679 0.03434509 8.24436666 0.72132677 0.03434509],8.244366660248488,1.9511420800350607,4.313285340429097,1.3853423298611113e-06
502,[2.71377686 0.0343451  6.25191666],6.251916657667607,3.000012870877981,2.9032641442467075,9.77888703414352e-07
503,[0.72132801 0.03434508 8.24436547 0.72132798 0.03434509],8.244365473277867,1.95114232506603,4.313284335812732,1.3853423298611113e-06
504,[2.71377647 0.03434509 6.25191707],6.251917066052556,3.0000128767763576,2.903264332268358,9.77888703414352e-07
505,[2.71377769 0.03434511 6.25191578 2.71377777 0.03434511],6.251915784087032,2.3496322935447096,3.363624331591393,1.466833055121528e-06
506,[0.03434509 6.25191731 2.71377609 0.03434509 6.25191747],6.251917470712215,3.057260210253298,5.346242622011857,1.3038516046006943e-06
507,[2.7137773  0.03434511 6.25191619 2.71377738 0.03434511],6.251916187815368,2.3496322178281845,3.363624380319937,1.466833055121528e-06
508,[0.72132661 0.03434509 8.96569347 0.03434509],8.965693466365337,2.438927563955076,5.056645661349868,1.140870154007523e-06
509,[2.71377691 0.03434511 6.2519166 ],6.251916596665978,3.000012872274965,2.9032641157260297,9.77888703414352e-07
510,[0.72132782 0.03434508 8.24436564 0.72132781 0.03434507],8.244365643244237,1.951142285950482,4.313284479090862,1.466833055121528e-06
511,[2.71377652 0.03434509 6.25191701],6.251917013432831,3.0000128764659166,2.9032643086804346,9.77888703414352e-07
512,[2.71377774 0.03434512 6.25191571 2.71377784 0.03434511],6.251915710046887,2.3496323039755227,3.3636243126385916,1.466833055121528e-06
513,[0.03434509 6.25191725 2.71377614 0.03434509 6.25191741],6.251917413901538,3.0572601963765917,5.346242546008954,1.3853423298611113e-06
514,[2.71377736 0.03434511 6.25191613 2.71377743 0.03434511],6.251916127279401,2.349632226489484,3.363624369952978,1.466833055121528e-06
515,[0.03434508 8.96569345 0.03434509],8.965693453326821,3.0114612065566084,5.024126141781471,9.77888703414352e-07
516,[2.71377698 0.03434511 6.25191654],6.251916544511914,3.0000128767763576,2.9032640972409,8.963979781539352e-07
517,[0.72132765 0.03434507 8.24436583 0.72132763 0.03434508],8.244365826249123,1.9511422521434725,4.313284636023719,1.466833055121528e-06
518,[2.71377658 0.0343451  6.25191694],6.25191694451496,3.000012875224153,2.903264275532925,9.77888703414352e-07
519,[2.7137778  0.03434512 6.25191566 2.71377789],6.251915657892823,2.9284541161032394,3.3635505840490736,1.140870154007523e-06
520,[0.03434509 6.25191718 2.71377619 0.0343451  6.25191736],6.2519173617474735,3.057260185945779,5.346242472101531,1.3853423298611113e-06
521,[2.71377742 0.03434511 6.25191608 2.71377748 0.03434512],6.251916075125337,2.3496322412975132,3.363624367636021,1.466833055121528e-06
522,[0.03434509 6.25191761 2.7137758  0.03434509],6.251917609479278,2.2585958985146135,2.9033382552793503,1.0593794287471064e-06
523,[2.71377703 0.03434511 6.25191647],6.25191647419706,3.000012870722761,2.903264058422753,8.963979781539352e-07
524,[0.72132748 0.03434507 8.24436598 0.72132746 0.03434508],8.244365982245654,1.9511422155424953,4.313284766178909,1.466833055121528e-06
525,[2.71377663 0.0343451  6.25191689],6.251916891895235,3.0000128750689328,2.9032642519470024,9.77888703414352e-07
526,[9.00003865],9.00003865128383,9.00003865128383,5.062543482787679,4.88944351707176e-07
527,[0.03434509 6.25191713 2.71377625 0.03434511 6.2519173 ],6.251917300745845,3.0572601736523213,5.346242399663777,1.3038516046006945e-06
528,[2.71377747 0.03434511 6.25191602 2.71377754 0.03434512],6.251916018780321,2.349632251728326,3.3636243602523135,1.466833055121528e-06
529,[0.03434509 6.25191754 2.71377586 0.03434509],6.251917543821037,2.258595895022154,2.9033382216579167,1.22236087926794e-06
