Mean of Max Coverage Gap [Days],Mean of Mean Coverage Gap [Days],Mean of Time Average Gap [Days],Mean of Percentage Coverage,SD of Max Coverage Gap [Days],SD of Mean Coverage Gap [Days],SD of Time Average Gap [Days],SD of Percentage Coverage
2.5070619915378223,1.1431820842393179,1.566332889183406,1.6883692422555573e-05,1.041102328685035,0.46896797462960693,0.6526718295027908,1.587641207102986e-05
