Mean of Max Coverage Gap [Days],Mean of Mean Coverage Gap [Days],Mean of Time Average Gap [Days],Mean of Percentage Coverage,SD of Max Coverage Gap [Days],SD of Mean Coverage Gap [Days],SD of Time Average Gap [Days],SD of Percentage Coverage
0.4616614648799564,0.37374763695363045,0.23737492448055014,0.006805028121140538,0.09685694669062717,0.15465356339655953,0.07857840695734566,0.004407033245587244
