POI index,Mean of Ground Pixel Along-Track Resolution [m],Mean of Ground Pixel Cross-Track Resolution [m],Mean of SNR,Mean of DR,Mean of Noise-Equivalent Delta T [K],SD of Ground Pixel Along-Track Resolution [m],SD of Ground Pixel Cross-Track Resolution [m],SD of SNR,SD of DR,SD of Noise-Equivalent Delta T [K]
41,29.94675186350632,30.155756079270507,519.5366023836808,13771.846020703586,,1.0364006593969425e-10,0.18522132965492616,72.32256756825149,3779.6487704761416,
42,29.94675186350398,30.130171228722933,510.5566790988932,13307.336149651337,,1.0090626616041167e-10,0.1771322558785145,72.11229508620119,3757.293406847279,
43,29.946751863486753,30.151731826702328,528.7216827671213,14272.643667105891,,9.950696858378488e-11,0.18405582540843857,75.02822920669975,4030.834028581744,
44,29.94675186349106,30.14258449022856,522.8396684532598,13905.994741351526,,1.0463591375648477e-10,0.17858334812165003,66.77021436860286,3498.8846368516606,
45,29.946751863498434,30.15627290412498,523.6783393825657,13997.282494122232,,1.1308519605126355e-10,0.18892014464064602,73.65597819633778,3887.1512611544363,
46,29.94675186349478,30.14662098816178,529.4895822970908,14318.796212951254,,1.21608511534747e-10,0.18886378764639125,75.79563440770428,4014.6493731936953,
47,29.946751863496775,30.146726621721307,527.8927222223297,14250.071185580025,,1.2522782467001454e-10,0.16944791938342427,77.88523741347835,4163.985553219464,
48,29.946751863510425,30.164239269272137,526.8692932670527,14156.33938695697,,1.1379744593936304e-10,0.1956982382803697,72.44168656793819,3890.1544467463773,
49,29.946751863492246,30.129597306674583,522.3949336101947,13915.981581272674,,1.1530397939746841e-10,0.1625232160518979,71.73781843125195,3789.0069607241226,
50,29.94675186348967,30.169150783286543,527.5671693067449,14162.040433705914,,1.2296031653372468e-10,0.19402864483752236,67.91487276992231,3580.5095184164747,
51,29.94675186348421,30.151513037246584,531.3282474189248,14362.715620598736,,1.0366733766303913e-10,0.18119600783998338,68.16307423102339,3618.5768216168576,
52,29.946751863502183,30.14976884570176,519.0775067252496,13774.512875099463,,1.205541595261786e-10,0.1845556737392235,76.03164358576878,4050.5249841223153,
53,29.946751863507497,30.161248817031105,523.4885593115686,13983.857808584742,,1.1196019161158306e-10,0.18577415955726242,73.15299262200409,3867.30427898062,
