Satellite states are in Earth-Centered-Inertial equatorial plane.
Epoch[JDUT1] is 2458636.0688940808176994
All time is referenced to the Epoch.
Mission Duration [Days] is 5.0000000000000000
EventNum,POI,AccessFrom[Days],Duration[s],Time[Days],X[km],Y[km],Z[km],VX[km/s],VY[km/s],VZ[km/s]
16012,12633,2.258320837282,0.003017485142,2.258320848923,-689.003747297399,6555.432762112509,2587.291315329488,0.286545959387,-2.726302690491,6.983954651496
16013,12634,2.258320651017,0.004023313522,2.258320674300,-689.008064754587,6555.473839973717,2587.186083927997,0.286534304869,-2.726191805160,6.983998414575
16014,12634,4.251389221754,0.003017485142,4.251389233395,-689.014282865641,6555.533001348499,2587.034518325296,0.286517518776,-2.726032096159,6.984061443265
16015,12639,1.734689639416,0.003017485142,1.734689651057,689.009377042171,-6555.486325556059,2587.154097953457,0.286530762380,-2.726158100626,-6.984011716324
16016,12640,3.727758547757,0.003017485142,3.727758559398,689.011793430530,-6555.509315955573,2587.095199195250,0.286524239264,-2.726096037323,-6.984036209583
16017,12641,1.227422941010,0.003017485142,1.227422952652,-689.009572678084,6555.488186907438,2587.149329407292,0.286530234257,-2.726153075879,6.984013699374
16018,12642,3.220491649117,0.003017485142,3.220491660759,-689.012106749677,6555.512296988125,2587.087561983004,0.286523393433,-2.726087989781,6.984039385506
16019,12647,0.703792115673,0.004023313522,0.703792138956,689.013049840910,-6555.521269901833,2587.064573942638,0.286520847476,-2.726063766623,-6.984048944946
16020,12647,2.696860581636,0.003017485142,2.696860593278,689.004241174435,-6555.437461038635,2587.279278081493,0.286544626246,-2.726290006501,-6.983959657584
16021,12648,2.696860709693,0.003017485142,2.696860721335,689.007407312146,-6555.467584826740,2587.202108396223,0.286536079600,-2.726208690601,-6.983991750533
16022,12648,4.689929778688,0.004023313522,4.689929801971,689.014083393702,-6555.531103499777,2587.039380579100,0.286518057278,-2.726037219657,-6.984059421356
16023,12649,0.196525137872,0.003017485142,0.196525149513,-689.013095278583,6555.521702212407,2587.063466386985,0.286520724813,-2.726062599558,6.984049405518
16024,12649,2.189594299998,0.004023313522,2.189594323281,-689.004116477257,6555.436274624240,2587.282317333553,0.286544962847,-2.726293209045,6.983958393615
16025,12650,2.189594160300,0.003017485142,2.189594171941,-689.007858270620,6555.471875409996,2587.191116774832,0.286534862263,-2.726197108414,6.983996321587
16026,12650,4.182662707753,0.004023313522,4.182662731037,-689.014076393475,6555.531036897059,2587.039551216431,0.286518076176,-2.726037399461,6.984059350402
16027,12655,1.665963137057,0.004023313522,1.665963160340,689.009871343466,-6555.491028518729,2587.142049630709,0.286529428012,-2.726145404964,-6.984016726715
16028,12656,3.659032022115,0.004023313522,3.659032045398,689.011712092661,-6555.508542077446,2587.097181807671,0.286524458841,-2.726098126458,-6.984035385117
16029,12657,1.158696415368,0.004023313522,1.158696438652,-689.009654017618,6555.488960801401,2587.147346800797,0.286530014681,-2.726150986750,6.984014523857
16030,12658,3.151765146758,0.003017485142,3.151765158400,-689.011900273428,6555.510332497839,2587.092594858819,0.286523950831,-2.726093293066,6.984037292599
16031,12663,0.635065613315,0.004023313522,0.635065636598,689.013256314920,-6555.523234370814,2587.059541058480,0.286520290078,-2.726058463329,-6.984051037830
16032,12663,2.628134090919,0.003017485142,2.628134102561,689.004735499622,-6555.442164228614,2587.267229848446,0.286543291888,-2.726277310934,-6.983964668216
16033,12664,2.628134184051,0.003017485142,2.628134195693,689.007038143873,-6555.464072425232,2587.211106435881,0.286537076145,-2.726218172092,-6.983988008529
16034,12664,4.621203264687,0.004023313522,4.621203287970,689.014002057580,-6555.530329638266,2587.041363197817,0.286518276855,-2.726039308799,-6.984058596908
16035,12665,0.127798612230,0.004023313522,0.127798635513,-689.013176615424,6555.522476080757,2587.061483770592,0.286520505235,-2.726060510418,6.984050229973
16036,12665,2.120867774356,0.003017485142,2.120867785998,-689.004773489481,6555.442525677970,2587.266303917925,0.286543189340,-2.726276335253,6.983965053296
16037,12666,2.120867657941,0.004023313522,2.120867681224,-689.007363959823,6555.467172356932,2587.203165062122,0.286536196627,-2.726209804039,6.983991311103
16038,12666,4.113936205395,0.003017485142,4.113936217036,-689.014157729405,6555.531810756736,2587.037568596762,0.286517856598,-2.726035310318,6.984060174851
16039,12671,1.597236646339,0.003017485142,1.597236657981,689.010077823684,-6555.492993046779,2587.137016769790,0.286528870616,-2.726140101695,-6.984018819662
16040,12672,3.590305508114,0.003017485142,3.590305519756,689.011342939325,-6555.505029818068,2587.106179903637,0.286525455392,-2.726107608009,-6.984031643265
16041,12673,1.089969889726,0.004023313522,1.089969913010,-689.010023176797,6555.492473116377,2587.138348727249,0.286529018132,-2.726141505223,6.984018265768
16042,12674,3.083038644399,0.003017485142,3.083038656041,-689.011693796807,6555.508368004014,2587.097627732823,0.286524508228,-2.726098596349,6.984035199688
16043,12679,0.566339110956,0.003017485142,0.566339122597,689.013174978149,-6555.522460503126,2587.061523675168,0.286520509655,-2.726060552469,-6.984050213376
16044,12679,2.559407588560,0.004023313522,2.559407611843,689.005229822509,-6555.446867396713,2587.255181606756,0.286541957529,-2.726264615358,-6.983969678826
16045,12680,2.559407658409,0.003017485142,2.559407670051,689.006668974317,-6555.460560011533,2587.220104470717,0.286538072690,-2.726227653579,-6.983984266513
16046,12680,4.552476750687,0.003017485142,4.552476762328,689.013632912240,-6555.526817454965,2587.050361323764,0.286519273410,-2.726048790381,-6.984054855137
16047,12681,0.059072098229,0.004023313522,0.059072121512,-689.013257952047,6555.523249947039,2587.059501153366,0.286520285658,-2.726058421279,6.984051054429
16048,12681,2.052141248714,0.003017485142,2.052141260356,-689.005142665486,6555.446038153030,2587.257305907325,0.286542192798,-2.726266853793,6.983968795380
16049,12682,2.052141167223,0.003017485142,2.052141178865,-689.007157474208,6555.465207777532,2587.208197902570,0.286536754021,-2.726215107287,6.983989218104
16050,12682,4.045209691394,0.004023313522,4.045209714677,-689.013951257020,6555.529846303221,2587.042601486646,0.286518413998,-2.726040613619,6.984058081986
16051,12687,1.528510143980,0.003017485142,1.528510155622,689.010284303446,-6555.494957570490,2587.131983907402,0.286528313220,-2.726134798424,-6.984020912605
16052,12688,3.521578982472,0.003017485142,3.521578994114,689.010973784722,-6555.501517546628,2587.115177994404,0.286526451942,-2.726117089554,-6.984027901400
