Mean of Max Coverage Gap [Days],Mean of Mean Coverage Gap [Days],Mean of Time Average Gap [Days],Mean of Percentage Coverage,SD of Max Coverage Gap [Days],SD of Mean Coverage Gap [Days],SD of Time Average Gap [Days],SD of Percentage Coverage
1.7636719765555344,1.4795953682908654,0.9392611758860607,2.7274964080899856e-06,0.5099505675458159,0.6441935319238157,0.45331527027844737,4.5095812095005015e-06
