Mean of Mean of Ground Pixel Along-Track Resolution [m],Mean of Mean of Ground Pixel Cross-Track Resolution [m],Mean of Mean of SNR,Mean of Mean of DR,Mean of Mean of Noise-Equivalent Delta T [K],Mean of SD of Ground Pixel Along-Track Resolution [m],Mean of SD of Ground Pixel Cross-Track Resolution [m],Mean of SD of SNR,Mean of SD of DR,Mean of SD of Noise-Equivalent Delta T [K],SD of Mean of Ground Pixel Along-Track Resolution [m],SD of Mean of Ground Pixel Cross-Track Resolution [m],SD of Mean of SNR,SD of Mean of DR,SD of Mean of Noise-Equivalent Delta T [K],SD of SD of Ground Pixel Along-Track Resolution [m],SD of SD of Ground Pixel Cross-Track Resolution [m],SD of SD of SNR,SD of SD of DR,SD of SD of Noise-Equivalent Delta T [K]
30.128571466006665,77.78819814007332,116.40983014860738,584.7065068424059,0.27906848636524373,6.595467995031297e-08,37.93603145268576,21.65389102241351,205.06762604886018,0.052884312666802206,1.2389316455134352e-06,29.825653837279877,11.366916757922722,107.56006415117896,0.03398617913198592,2.171459576064247e-06,25.38953000356828,11.463870206576672,114.17728346378148,0.035137320973524906
