Mean of Mean of Observation Range [km],Mean of Mean of Look angle [deg],Mean of Mean of Incidence angle [deg],Mean of Mean of Solar Zenith [deg],Mean of SD of Observation Range [km],Mean of SD of Look angle [deg],Mean of SD of Incidence angle [deg],Mean of SD of Solar Zenith [deg],SD of Mean of Observation Range [km],SD of Mean of Look angle [deg],SD of Mean of Incidence angle [deg],SD of Mean of Solar Zenith [deg],SD of SD of Observation Range [km],SD of SD of Look angle [deg],SD of SD of Incidence angle [deg],SD of SD of Solar Zenith [deg]
7392.56892533437,47.16313765472367,56.82683796225337,70.44201351480531,23.683105590505928,0.12561973682689354,0.19942604859306567,nan,3286.6782791254977,14.42630138438405,19.744566424722976,19.86823556538399,23.157469663790337,0.1074734585978908,0.1806726098957091,nan
