Mean of Max Coverage Gap [Days],Mean of Mean Coverage Gap [Days],Mean of Time Average Gap [Days],Mean of Percentage Coverage,SD of Max Coverage Gap [Days],SD of Mean Coverage Gap [Days],SD of Time Average Gap [Days],SD of Percentage Coverage
0.41885396409289616,0.4117246842085335,0.1954840656051661,1.909681615927794e-05,0.14536327606121413,0.15485951761532007,0.13791489773990956,6.881034333585073e-06
