POI index,Mean of Ground Pixel Along-Track Resolution [m],Mean of Ground Pixel Cross-Track Resolution [m],Mean of Sigma NEZ Nought [dB],Mean of Incidence angle [deg],Mean of Swath-width [km],SD of Ground Pixel Along-Track Resolution [m],SD of Ground Pixel Cross-Track Resolution [m],SD of Sigma NEZ Nought [dB],SD of Incidence angle [deg],SD of Swath-width [km]
165,4.903938467457217,24.021644329069257,-22.808215872925675,23.410620504412183,94.89357141074392,0.00013156053392680914,2.2778913004373877,0.6100268359814893,2.327033606013946,0.026360420098488768
166,4.9039503786778855,24.00922240226875,-22.807640577872608,23.411752928461713,94.89118485124163,0.0001344894395947788,2.205854656614453,0.5928944944735018,2.2607804614414024,0.026947025196719064
167,4.9039625488335,24.004693102415004,-22.80757957274345,23.412411033354605,94.8887464320655,0.0001373048445698447,2.180527002904951,0.5873537023702452,2.2375789837322366,0.027510872338879173
168,4.903974964205017,24.008000472967876,-22.80802115252871,23.412634857430678,94.88625890324839,0.0001400009761635292,2.203353382800541,0.5937087651337074,2.2587094713940186,0.02805080555254187
169,4.903987617832972,24.019140904230397,-22.808963402887258,23.412431403628265,94.8837236604694,0.00014257600194314633,2.2729513663047562,0.6115881663873559,2.322943166022845,0.028566458209060577
170,4.904022404938397,24.63971203357395,-22.98424165326055,22.74329916975405,94.87675391547586,0.0001506392849246502,2.0975266761099443,0.5342809877555161,2.0026811433279668,0.0301817983242625
171,4.904003098110434,25.31353583287765,-23.142269529120913,22.159721887349406,94.88062237350697,0.00015865377995328523,2.4655347265044774,0.6056852816629673,2.254825519157201,0.031787407986556264
172,4.903981006490685,24.690828919683014,-22.994023387920244,22.702262403081818,94.88504844238773,0.00015249122259258137,2.1748969456767604,0.5449009928477059,2.046172576803997,0.0305526190683376
173,4.904016343642325,25.20380987085452,-23.135599386268243,22.165169635350626,94.87796858385335,0.00016903465404638835,1.8601126582521534,0.4562184231357272,1.711629342548477,0.03386696244986866
174,4.904014678787762,24.022210712092598,-22.809535665956915,23.413710094623166,94.87830186687519,0.00015445873249043517,2.427563410695823,0.6454714235425252,2.4729433136626975,0.030946642065188212
175,4.904028004891888,23.979185779956936,-22.807013984904167,23.416736070765687,94.87563196510366,0.00015675784267062806,2.162533092645378,0.576509490069489,2.2112675345523214,0.031406951804705326
176,4.904028335085643,24.07630519748524,-22.81324906619639,23.411042418284524,94.8755657983497,0.0001912404859869774,3.313299339085785,0.8882940146800403,3.4118660185963168,0.03831566957505423
177,4.904041867060613,24.0158435170732,-22.809616444870777,23.415077966832165,94.87285467669894,0.00019388458327521962,2.9087854755548443,0.7806567545645662,3.0038388644900653,0.03884500856391236
182,4.9047434896294435,27.353469097407626,-23.678758592124616,20.249169521965165,94.732321163894,nan,nan,nan,nan,nan
183,4.90461268016884,23.653597161648705,-22.756328912893423,23.67204372474783,94.75851691866119,0.000134530498494934,1.4629998185639126,0.405733979004183,1.5513361329493873,0.026941230398463675
