Mean of Mean of Ground Pixel Along-Track Resolution [m],Mean of Mean of Ground Pixel Cross-Track Resolution [m],Mean of Mean of SNR,Mean of Mean of DR,Mean of Mean of Noise-Equivalent Delta T [K],Mean of SD of Ground Pixel Along-Track Resolution [m],Mean of SD of Ground Pixel Cross-Track Resolution [m],Mean of SD of SNR,Mean of SD of DR,Mean of SD of Noise-Equivalent Delta T [K],SD of Mean of Ground Pixel Along-Track Resolution [m],SD of Mean of Ground Pixel Cross-Track Resolution [m],SD of Mean of SNR,SD of Mean of DR,SD of Mean of Noise-Equivalent Delta T [K],SD of SD of Ground Pixel Along-Track Resolution [m],SD of SD of Ground Pixel Cross-Track Resolution [m],SD of SD of SNR,SD of SD of DR,SD of SD of Noise-Equivalent Delta T [K]
98.73595505576289,99.39908950203595,1502.7865910884952,112950.95398881119,0.04190942319339155,7.391297514994759e-10,0.5398787596208495,4.0670803414287615,561.6227915501873,0.00014490488964035694,3.5387703065461345e-10,0.22123400712355115,4.317851532524283,526.8752324625096,0.00020472318744320833,5.674979349210875e-10,0.18976333892416133,15.329626323130283,1837.8655201339168,0.0007455841058694787
