POI,lat[deg],lon[deg]
1701,-9,-119.221
1702,-9,-114.545
1703,-9,-109.87
1704,-9,-105.195
1705,-9,-100.519
1706,-9,-95.8442
1707,-9,-91.1688
1708,-9,-86.4935
1709,-9,-81.8182
1710,-9,-77.1429
1711,-9,-72.4675
1712,-9,-67.7922
1713,-9,-63.1169
1714,-9,-58.4416
1715,-9,-53.7662
1716,-9,-49.0909
1717,-9,-44.4156
1718,-9,-39.7403
1719,-9,-35.0649
1720,-9,-30.3896
1721,-9,-25.7143
1722,-9,-21.039
1723,-9,-16.3636
1724,-9,-11.6883
1725,-9,-7.01299
1726,-9,-2.33766
1727,-9,2.33766
1728,-9,7.01299
1729,-9,11.6883
1730,-9,16.3636
1731,-9,21.039
1732,-9,25.7143
1733,-9,30.3896
1734,-9,35.0649
1735,-9,39.7403
1736,-9,44.4156
1737,-9,49.0909
1738,-9,53.7662
1739,-9,58.4416
1740,-9,63.1169
1741,-9,67.7922
1742,-9,72.4675
1743,-9,77.1429
1744,-9,81.8182
1745,-9,86.4935
1746,-9,91.1688
1747,-9,95.8442
1748,-9,100.519
1749,-9,105.195
1750,-9,109.87
1751,-9,114.545
1752,-9,119.221
1753,-9,123.896
1754,-9,128.571
1755,-9,133.247
1756,-9,137.922
1757,-9,142.597
1758,-9,147.273
1759,-9,151.948
1760,-9,156.623
1761,-9,161.299
1762,-9,165.974
1763,-9,170.649
1764,-9,175.325
1765,4.5,-180
1766,4.5,-175.385
1767,4.5,-170.769
1768,4.5,-166.154
1769,4.5,-161.538
1770,4.5,-156.923
1771,4.5,-152.308
1772,4.5,-147.692
1773,4.5,-143.077
1774,4.5,-138.462
1775,4.5,-133.846
1776,4.5,-129.231
1777,4.5,-124.615
1778,4.5,-120
1779,4.5,-115.385
1780,4.5,-110.769
1781,4.5,-106.154
1782,4.5,-101.538
1783,4.5,-96.9231
1784,4.5,-92.3077
1785,4.5,-87.6923
1786,4.5,-83.0769
1787,4.5,-78.4615
1788,4.5,-73.8462
1789,4.5,-69.2308
1790,4.5,-64.6154
1791,4.5,-60
1792,4.5,-55.3846
1793,4.5,-50.7692
1794,4.5,-46.1538
1795,4.5,-41.5385
1796,4.5,-36.9231
1797,4.5,-32.3077
1798,4.5,-27.6923
1799,4.5,-23.0769
1800,4.5,-18.4615
1801,4.5,-13.8462
1802,4.5,-9.23077
1803,4.5,-4.61538
1804,4.5,0
1805,4.5,4.61538
1806,4.5,9.23077
1807,4.5,13.8462
1808,4.5,18.4615
1809,4.5,23.0769
1810,4.5,27.6923
1811,4.5,32.3077
1812,4.5,36.9231
1813,4.5,41.5385
1814,4.5,46.1538
1815,4.5,50.7692
1816,4.5,55.3846
1817,4.5,60
1818,4.5,64.6154
1819,4.5,69.2308
1820,4.5,73.8462
1821,4.5,78.4615
1822,4.5,83.0769
1823,4.5,87.6923
1824,4.5,92.3077
1825,4.5,96.9231
1826,4.5,101.538
1827,4.5,106.154
1828,4.5,110.769
1829,4.5,115.385
1830,4.5,120
1831,4.5,124.615
1832,4.5,129.231
1833,4.5,133.846
1834,4.5,138.462
1835,4.5,143.077
1836,4.5,147.692
1837,4.5,152.308
1838,4.5,156.923
1839,4.5,161.538
1840,4.5,166.154
1841,4.5,170.769
1842,4.5,175.385
1843,-4.5,-180
1844,-4.5,-175.385
1845,-4.5,-170.769
1846,-4.5,-166.154
1847,-4.5,-161.538
1848,-4.5,-156.923
1849,-4.5,-152.308
1850,-4.5,-147.692
1851,-4.5,-143.077
1852,-4.5,-138.462
1853,-4.5,-133.846
1854,-4.5,-129.231
1855,-4.5,-124.615
1856,-4.5,-120
1857,-4.5,-115.385
1858,-4.5,-110.769
1859,-4.5,-106.154
1860,-4.5,-101.538
1861,-4.5,-96.9231
1862,-4.5,-92.3077
1863,-4.5,-87.6923
1864,-4.5,-83.0769
1865,-4.5,-78.4615
1866,-4.5,-73.8462
1867,-4.5,-69.2308
1868,-4.5,-64.6154
1869,-4.5,-60
1870,-4.5,-55.3846
1871,-4.5,-50.7692
1872,-4.5,-46.1538
1873,-4.5,-41.5385
1874,-4.5,-36.9231
1875,-4.5,-32.3077
1876,-4.5,-27.6923
1877,-4.5,-23.0769
1878,-4.5,-18.4615
1879,-4.5,-13.8462
1880,-4.5,-9.23077
1881,-4.5,-4.61538
1882,-4.5,0
1883,-4.5,4.61538
1884,-4.5,9.23077
1885,-4.5,13.8462
1886,-4.5,18.4615
1887,-4.5,23.0769
1888,-4.5,27.6923
1889,-4.5,32.3077
1890,-4.5,36.9231
1891,-4.5,41.5385
1892,-4.5,46.1538
1893,-4.5,50.7692
1894,-4.5,55.3846
1895,-4.5,60
1896,-4.5,64.6154
1897,-4.5,69.2308
1898,-4.5,73.8462
1899,-4.5,78.4615
1900,-4.5,83.0769
1901,-4.5,87.6923
1902,-4.5,92.3077
1903,-4.5,96.9231
1904,-4.5,101.538
1905,-4.5,106.154
1906,-4.5,110.769
1907,-4.5,115.385
1908,-4.5,120
1909,-4.5,124.615
1910,-4.5,129.231
1911,-4.5,133.846
1912,-4.5,138.462
1913,-4.5,143.077
1914,-4.5,147.692
1915,-4.5,152.308
1916,-4.5,156.923
1917,-4.5,161.538
1918,-4.5,166.154
1919,-4.5,170.769
1920,-4.5,175.385
1921,0,-180
1922,0,-175.443
1923,0,-170.886
1924,0,-166.329
1925,0,-161.772
1926,0,-157.215
1927,0,-152.658
1928,0,-148.101
1929,0,-143.544
1930,0,-138.987
1931,0,-134.43
1932,0,-129.873
1933,0,-125.316
1934,0,-120.759
1935,0,-116.203
1936,0,-111.646
1937,0,-107.089
1938,0,-102.532
1939,0,-97.9747
1940,0,-93.4177
1941,0,-88.8608
1942,0,-84.3038
1943,0,-79.7468
1944,0,-75.1899
1945,0,-70.6329
1946,0,-66.0759
1947,0,-61.519
1948,0,-56.962
1949,0,-52.4051
1950,0,-47.8481
1951,0,-43.2911
1952,0,-38.7342
1953,0,-34.1772
1954,0,-29.6203
1955,0,-25.0633
1956,0,-20.5063
1957,0,-15.9494
1958,0,-11.3924
1959,0,-6.83544
1960,0,-2.27848
1961,0,2.27848
1962,0,6.83544
1963,0,11.3924
1964,0,15.9494
1965,0,20.5063
1966,0,25.0633
1967,0,29.6203
1968,0,34.1772
1969,0,38.7342
1970,0,43.2911
1971,0,47.8481
1972,0,52.4051
1973,0,56.962
1974,0,61.519
1975,0,66.0759
1976,0,70.6329
1977,0,75.1899
1978,0,79.7468
1979,0,84.3038
1980,0,88.8608
1981,0,93.4177
1982,0,97.9747
1983,0,102.532
1984,0,107.089
1985,0,111.646
1986,0,116.203
1987,0,120.759
1988,0,125.316
1989,0,129.873
1990,0,134.43
1991,0,138.987
1992,0,143.544
1993,0,148.101
1994,0,152.658
1995,0,157.215
1996,0,161.772
1997,0,166.329
1998,0,170.886
1999,0,175.443
