Access From [JDUT1],Access Duration [s],POI index,Ground Pixel Along-Track Resolution [m],Ground Pixel Cross-Track Resolution [m],SNR,DR,Noise-Equivalent Delta T [K],Coverage [T/F]
2457954.843810463,0.003379583359,14,29.85365227246648,29.965424824181053,367.542051612881,6774.299112303855,nan,True
2457954.911818936,0.0022530555729999998,14,29.853710276300077,30.34645406217106,242.2187250985937,2953.3610115237175,nan,True
2457954.9798023966,0.003379583359,14,29.85393924793594,29.914053594182334,261.0588582710963,3427.4703469865576,nan,True
2457955.874051607,0.003379583359,14,29.853681005612,29.946505076007483,328.58879857455247,5418.456377151424,nan,True
2457955.9420332555,0.003379583359,14,29.853665260238298,30.322433657295516,270.48837394924874,3678.089858137192,nan,True
2457956.0100463964,0.003379583359,14,29.85381143873151,30.03476507269651,252.4195416990056,3205.6572458410656,nan,True
2457956.836254924,0.003379583359,14,29.853985594081596,30.141840832587953,366.4288059779236,6733.444263483364,nan,True
2457956.904273941,0.003379583359,14,29.853741311553634,30.288487521683173,292.96474232529795,4311.324661785992,nan,True
2457956.9722538725,0.003379583359,14,29.853650813176092,29.990227630924664,251.93579597343972,3193.4577881317987,nan,True
2457957.866502427,0.003379583359,14,29.854163811708304,29.883298170579906,326.4706835931094,5349.080861640234,nan,True
2457957.934488456,0.003379583359,14,29.853830963710376,30.368144383415817,263.8513156464305,3500.762226655658,nan,True
2457958.0024918574,0.003379583359,14,29.853670325015347,29.907531257489055,241.07615996866662,2925.7499564115565,nan,True
2457958.8286974034,0.003379583359,14,29.854895918446093,30.424774398634124,364.69595319398917,6670.097123939195,nan,True
2457958.896728464,0.003379583359,14,29.854363943700708,30.212069241266814,288.80497181040164,4190.320582478259,nan,True
2457958.9647064526,0.0022530555729999998,14,29.8539527350312,30.080472538950705,197.77270990302068,1975.5017882840712,nan,True
2457959.858951904,0.003379583359,14,29.8552276215915,29.85559386970733,324.00887267206,5269.011850017143,nan,True
2457959.9269438786,0.003379583359,14,29.85458779312091,30.388721335717392,257.1089548324566,3325.13115597559,nan,True
2457959.9949390697,0.003379583359,14,29.854114194225275,29.857197869887095,229.3820538729497,2650.6565560446234,nan,True
2457960.8891823217,0.003379583359,14,29.855569020781896,30.124201453877657,284.4671069340773,4065.978850613394,nan,True
2457960.9571599453,0.003379583359,14,29.854842390590534,30.173025052525162,233.17293867924698,2738.3359516477067,nan,True
2457961.8513998855,0.003379583359,14,29.856856343326893,29.87925601786398,321.1435426472411,5176.581775525382,nan,True
2457961.919399353,0.003379583359,14,29.855925773385817,30.382563601192228,250.25683137487823,3151.29795116867,nan,True
2457961.987387886,0.003379583359,14,29.85513949676178,29.865936618042802,217.4105022999072,2383.1998807662935,nan,True
2457962.881635358,0.003379583359,14,29.85733938593986,30.033889180963484,279.919106528629,3937.6342395073398,nan,True
2457962.949614194,0.003379583359,14,29.856309033835426,30.257971116149445,223.622072698216,2520.1841009908057,nan,True
2457963.017638501,0.003379583359,14,29.855495286075367,30.257280283265274,209.17482638658217,2207.5258282620953,nan,True
2457963.843846198,0.003379583359,14,29.859026277138472,29.971501943621362,317.86190498366915,5071.730973246401,nan,True
2457963.9118546974,0.003379583359,14,29.85782688024901,30.350253930184962,243.31567001870533,2979.992430162804,nan,True
2457963.979838132,0.003379583359,14,29.856734692480895,29.91720722507456,205.2376354937858,2125.937952474798,nan,True
2457964.8740873905,0.003379583359,14,29.859650151497124,29.952036693009024,275.1427700532419,3805.0726224506116,nan,True
2457964.94206903,0.003379583359,14,29.858333911137844,30.32735761744171,213.9687214054993,2308.9589364358744,nan,True
2457965.0100821014,0.003379583359,14,29.857222760395395,30.037209496991117,194.8238430970123,1917.6100520675652,nan,True
2457965.8362906985,0.003379583359,14,29.861706535419962,30.150749618115434,314.1002457108155,4952.867781295679,nan,True
2457965.9043097547,0.003379583359,14,29.86026531364009,30.2945513053858,236.23485482298912,2810.2039990936387,nan,True
2457965.972289643,0.003379583359,14,29.85888034763113,29.995909961666054,192.92852146490685,1880.860288695668,nan,True
2457966.8665382667,0.003379583359,14,29.86246911297366,29.891327697863467,270.11328011871643,3667.950743506164,nan,True
2457966.934524283,0.003379583359,14,29.860890502781057,30.37528384318872,204.23391365978392,2105.386373364725,nan,True
2457967.002527619,0.0022530555729999998,14,29.85948997494632,29.91286775908944,146.6676492217209,1095.2112899850426,nan,True
2457967.828733243,0.003379583359,14,29.864859549603132,30.43646646345035,309.78678240672815,4818.309854197688,nan,True
2457967.8967643427,0.0022530555729999998,14,29.863207868907185,30.2203566977377,186.6533521768661,1761.7491954552709,nan,True
2457967.964742275,0.003379583359,14,29.86154936272083,30.088533082680883,180.51045397929548,1648.9615297964676,nan,True
2457968.8589878087,0.003379583359,14,29.865757241403138,29.86609055040923,264.77699159969865,3525.229936368746,nan,True
2457968.9269797835,0.003379583359,14,29.863944886571588,30.397970620191145,194.4286893235575,1909.918498965419,nan,True
2457968.9949748963,0.003379583359,14,29.862269292533696,29.865250125363616,165.31835441275868,1386.2234654753977,nan,True
2457969.8892182787,0.003379583359,14,29.866614438676436,30.134653851611237,221.6741611893795,2476.8114826250403,nan,True
2457969.957195846,0.003379583359,14,29.86470729078307,30.183292911180004,168.0406428748958,1431.6073262761975,nan,True
2457954.7749684653,0.003379583359,15,29.85365231601421,29.853691343534877,351.48060491556896,6196.86644049479,nan,True
2457954.8429609835,0.003379583359,15,29.853758804797817,30.388318190271423,286.252450369125,4116.926576978811,nan,True
2457954.910955592,0.003379583359,15,29.85403136268316,29.855805933360116,259.13930843593903,3377.541326637244,nan,True
