Mean of Mean of Ground Pixel Along-Track Resolution [m],Mean of Mean of Ground Pixel Cross-Track Resolution [m],Mean of Mean of Sigma NEZ Nought [dB],Mean of Mean of Incidence angle [deg],Mean of Mean of Swath-width [km],Mean of SD of Ground Pixel Along-Track Resolution [m],Mean of SD of Ground Pixel Cross-Track Resolution [m],Mean of SD of Sigma NEZ Nought [dB],Mean of SD of Incidence angle [deg],Mean of SD of Swath-width [km],SD of Mean of Ground Pixel Along-Track Resolution [m],SD of Mean of Ground Pixel Cross-Track Resolution [m],SD of Mean of Sigma NEZ Nought [dB],SD of Mean of Incidence angle [deg],SD of Mean of Swath-width [km],SD of SD of Ground Pixel Along-Track Resolution [m],SD of SD of Ground Pixel Cross-Track Resolution [m],SD of SD of Sigma NEZ Nought [dB],SD of SD of Incidence angle [deg],SD of SD of Swath-width [km]
4.904253813332703,24.418902328260863,-22.927695876573324,22.995254437582965,94.83040507830069,0.00038029209159862995,1.9832007995613627,0.5188991453544755,1.95962101235896,0.07617959724053175,0.00031155334678418335,1.569126055342638,0.4093619491276121,1.5478441921667159,0.062409686504318766,0.0002013261634339497,1.1481966198384923,0.2978010766928471,1.1252651339989124,0.040329273561629755
